series_id,series_name,date,year,value
GDP,Gross Domestic Product,1996-04-01,1996,8032.84
GDP,Gross Domestic Product,1996-07-01,1996,8131.408
GDP,Gross Domestic Product,1996-10-01,1996,8259.771
GDP,Gross Domestic Product,1997-01-01,1997,8362.655
GDP,Gross Domestic Product,1997-04-01,1997,8518.825
GDP,Gross Domestic Product,1997-07-01,1997,8662.823
GDP,Gross Domestic Product,1997-10-01,1997,8765.907
GDP,Gross Domestic Product,1998-01-01,1998,8866.48
GDP,Gross Domestic Product,1998-04-01,1998,8969.699
GDP,Gross Domestic Product,1998-07-01,1998,9121.097
GDP,Gross Domestic Product,1998-10-01,1998,9293.991
GDP,Gross Domestic Product,1999-01-01,1999,9411.682
GDP,Gross Domestic Product,1999-04-01,1999,9526.21
GDP,Gross Domestic Product,1999-07-01,1999,9686.626
GDP,Gross Domestic Product,1999-10-01,1999,9900.169
GDP,Gross Domestic Product,2000-01-01,2000,10002.179
GDP,Gross Domestic Product,2000-04-01,2000,10247.72
GDP,Gross Domestic Product,2000-07-01,2000,10318.165
GDP,Gross Domestic Product,2000-10-01,2000,10435.744
GDP,Gross Domestic Product,2001-01-01,2001,10470.231
GDP,Gross Domestic Product,2001-04-01,2001,10599.0
GDP,Gross Domestic Product,2001-07-01,2001,10598.02
GDP,Gross Domestic Product,2001-10-01,2001,10660.465
GDP,Gross Domestic Product,2002-01-01,2002,10783.5
GDP,Gross Domestic Product,2002-04-01,2002,10887.46
GDP,Gross Domestic Product,2002-07-01,2002,10984.04
GDP,Gross Domestic Product,2002-10-01,2002,11061.433
GDP,Gross Domestic Product,2003-01-01,2003,11174.129
GDP,Gross Domestic Product,2003-04-01,2003,11312.766
GDP,Gross Domestic Product,2003-07-01,2003,11566.669
GDP,Gross Domestic Product,2003-10-01,2003,11772.234
GDP,Gross Domestic Product,2004-01-01,2004,11923.447
GDP,Gross Domestic Product,2004-04-01,2004,12112.815
GDP,Gross Domestic Product,2004-07-01,2004,12305.307
GDP,Gross Domestic Product,2004-10-01,2004,12527.214
GDP,Gross Domestic Product,2005-01-01,2005,12767.286
GDP,Gross Domestic Product,2005-04-01,2005,12922.656
GDP,Gross Domestic Product,2005-07-01,2005,13142.642
GDP,Gross Domestic Product,2005-10-01,2005,13324.204
GDP,Gross Domestic Product,2006-01-01,2006,13599.16
GDP,Gross Domestic Product,2006-04-01,2006,13753.424
GDP,Gross Domestic Product,2006-07-01,2006,13870.188
GDP,Gross Domestic Product,2006-10-01,2006,14039.56
GDP,Gross Domestic Product,2007-01-01,2007,14215.651
GDP,Gross Domestic Product,2007-04-01,2007,14402.082
GDP,Gross Domestic Product,2007-07-01,2007,14564.117
GDP,Gross Domestic Product,2007-10-01,2007,14715.058
GDP,Gross Domestic Product,2008-01-01,2008,14706.538
GDP,Gross Domestic Product,2008-04-01,2008,14865.701
GDP,Gross Domestic Product,2008-07-01,2008,14898.999
GDP,Gross Domestic Product,2008-10-01,2008,14608.209
GDP,Gross Domestic Product,2009-01-01,2009,14430.902
GDP,Gross Domestic Product,2009-04-01,2009,14381.236
GDP,Gross Domestic Product,2009-07-01,2009,14448.882
GDP,Gross Domestic Product,2009-10-01,2009,14651.249
GDP,Gross Domestic Product,2010-01-01,2010,14764.61
GDP,Gross Domestic Product,2010-04-01,2010,14980.193
GDP,Gross Domestic Product,2010-07-01,2010,15141.607
GDP,Gross Domestic Product,2010-10-01,2010,15309.474
GDP,Gross Domestic Product,2011-01-01,2011,15351.448
GDP,Gross Domestic Product,2011-04-01,2011,15557.539
GDP,Gross Domestic Product,2011-07-01,2011,15647.68
GDP,Gross Domestic Product,2011-10-01,2011,15842.259
GDP,Gross Domestic Product,2012-01-01,2012,16068.805
GDP,Gross Domestic Product,2012-04-01,2012,16207.115
GDP,Gross Domestic Product,2012-07-01,2012,16319.541
GDP,Gross Domestic Product,2012-10-01,2012,16420.419
GDP,Gross Domestic Product,2013-01-01,2013,16648.189
GDP,Gross Domestic Product,2013-04-01,2013,16728.687
GDP,Gross Domestic Product,2013-07-01,2013,16953.838
GDP,Gross Domestic Product,2013-10-01,2013,17192.019
GDP,Gross Domestic Product,2014-01-01,2014,17197.738
GDP,Gross Domestic Product,2014-04-01,2014,17518.508
GDP,Gross Domestic Product,2014-07-01,2014,17804.228
GDP,Gross Domestic Product,2014-10-01,2014,17912.079
GDP,Gross Domestic Product,2015-01-01,2015,18063.529
GDP,Gross Domestic Product,2015-04-01,2015,18279.784
GDP,Gross Domestic Product,2015-07-01,2015,18401.626
GDP,Gross Domestic Product,2015-10-01,2015,18435.137
GDP,Gross Domestic Product,2016-01-01,2016,18525.933
GDP,Gross Domestic Product,2016-04-01,2016,18711.702
GDP,Gross Domestic Product,2016-07-01,2016,18892.639
GDP,Gross Domestic Product,2016-10-01,2016,19089.379
GDP,Gross Domestic Product,2017-01-01,2017,19280.084
GDP,Gross Domestic Product,2017-04-01,2017,19438.643
GDP,Gross Domestic Product,2017-07-01,2017,19692.595
GDP,Gross Domestic Product,2017-10-01,2017,20037.088
GDP,Gross Domestic Product,2018-01-01,2018,20328.553
GDP,Gross Domestic Product,2018-04-01,2018,20580.912
GDP,Gross Domestic Product,2018-07-01,2018,20798.73
GDP,Gross Domestic Product,2018-10-01,2018,20917.867
GDP,Gross Domestic Product,2019-01-01,2019,21111.6
GDP,Gross Domestic Product,2019-04-01,2019,21397.938
GDP,Gross Domestic Product,2019-07-01,2019,21717.171
GDP,Gross Domestic Product,2019-10-01,2019,21933.217
GDP,Gross Domestic Product,2020-01-01,2020,21751.238
GDP,Gross Domestic Product,2020-04-01,2020,19958.291
GDP,Gross Domestic Product,2020-07-01,2020,21704.437
GDP,Gross Domestic Product,2020-10-01,2020,22087.16
GDP,Gross Domestic Product,2021-01-01,2021,22680.693
GDP,Gross Domestic Product,2021-04-01,2021,23425.91
GDP,Gross Domestic Product,2021-07-01,2021,23982.379
GDP,Gross Domestic Product,2021-10-01,2021,24813.6
GDP,Gross Domestic Product,2022-01-01,2022,25250.347
GDP,Gross Domestic Product,2022-04-01,2022,25861.292
GDP,Gross Domestic Product,2022-07-01,2022,26336.304
GDP,Gross Domestic Product,2022-10-01,2022,26770.514
GDP,Gross Domestic Product,2023-01-01,2023,27216.445
GDP,Gross Domestic Product,2023-04-01,2023,27530.055
GDP,Gross Domestic Product,2023-07-01,2023,28074.846
GDP,Gross Domestic Product,2023-10-01,2023,28424.722
GDP,Gross Domestic Product,2024-01-01,2024,28708.161
GDP,Gross Domestic Product,2024-04-01,2024,29147.044
GDP,Gross Domestic Product,2024-07-01,2024,29511.664
GDP,Gross Domestic Product,2024-10-01,2024,29825.182
GDPC1,Real Gross Domestic Product,1970-01-01,1970,5300.652
GDPC1,Real Gross Domestic Product,1970-04-01,1970,5308.164
GDPC1,Real Gross Domestic Product,1970-07-01,1970,5357.077
GDPC1,Real Gross Domestic Product,1970-10-01,1970,5299.672
GDPC1,Real Gross Domestic Product,1971-01-01,1971,5443.619
GDPC1,Real Gross Domestic Product,1971-04-01,1971,5473.059
GDPC1,Real Gross Domestic Product,1971-07-01,1971,5518.072
GDPC1,Real Gross Domestic Product,1971-10-01,1971,5531.032
GDPC1,Real Gross Domestic Product,1972-01-01,1972,5632.649
GDPC1,Real Gross Domestic Product,1972-04-01,1972,5760.47
GDPC1,Real Gross Domestic Product,1972-07-01,1972,5814.854
GDPC1,Real Gross Domestic Product,1972-10-01,1972,5912.22
GDPC1,Real Gross Domestic Product,1973-01-01,1973,6058.544
GDPC1,Real Gross Domestic Product,1973-04-01,1973,6124.506
GDPC1,Real Gross Domestic Product,1973-07-01,1973,6092.301
GDPC1,Real Gross Domestic Product,1973-10-01,1973,6150.131
GDPC1,Real Gross Domestic Product,1974-01-01,1974,6097.258
GDPC1,Real Gross Domestic Product,1974-04-01,1974,6111.751
GDPC1,Real Gross Domestic Product,1974-07-01,1974,6053.978
GDPC1,Real Gross Domestic Product,1974-10-01,1974,6030.464
GDPC1,Real Gross Domestic Product,1975-01-01,1975,5957.035
GDPC1,Real Gross Domestic Product,1975-04-01,1975,5999.61
GDPC1,Real Gross Domestic Product,1975-07-01,1975,6102.326
GDPC1,Real Gross Domestic Product,1975-10-01,1975,6184.53
GDPC1,Real Gross Domestic Product,1976-01-01,1976,6323.649
GDPC1,Real Gross Domestic Product,1976-04-01,1976,6370.025
GDPC1,Real Gross Domestic Product,1976-07-01,1976,6404.895
GDPC1,Real Gross Domestic Product,1976-10-01,1976,6451.177
GDPC1,Real Gross Domestic Product,1977-01-01,1977,6527.703
GDPC1,Real Gross Domestic Product,1977-04-01,1977,6654.466
GDPC1,Real Gross Domestic Product,1977-07-01,1977,6774.457
GDPC1,Real Gross Domestic Product,1977-10-01,1977,6774.592
GDPC1,Real Gross Domestic Product,1978-01-01,1978,6796.26
GDPC1,Real Gross Domestic Product,1978-04-01,1978,7058.92
GDPC1,Real Gross Domestic Product,1978-07-01,1978,7129.915
GDPC1,Real Gross Domestic Product,1978-10-01,1978,7225.75
GDPC1,Real Gross Domestic Product,1979-01-01,1979,7238.727
GDPC1,Real Gross Domestic Product,1979-04-01,1979,7246.454
GDPC1,Real Gross Domestic Product,1979-07-01,1979,7300.281
GDPC1,Real Gross Domestic Product,1979-10-01,1979,7318.535
GDPC1,Real Gross Domestic Product,1980-01-01,1980,7341.557
GDPC1,Real Gross Domestic Product,1980-04-01,1980,7190.289
GDPC1,Real Gross Domestic Product,1980-07-01,1980,7181.743
GDPC1,Real Gross Domestic Product,1980-10-01,1980,7315.677
GDPC1,Real Gross Domestic Product,1981-01-01,1981,7459.022
GDPC1,Real Gross Domestic Product,1981-04-01,1981,7403.745
GDPC1,Real Gross Domestic Product,1981-07-01,1981,7492.405
GDPC1,Real Gross Domestic Product,1981-10-01,1981,7410.768
GDPC1,Real Gross Domestic Product,1982-01-01,1982,7295.631
GDPC1,Real Gross Domestic Product,1982-04-01,1982,7328.912
GDPC1,Real Gross Domestic Product,1982-07-01,1982,7300.896
GDPC1,Real Gross Domestic Product,1982-10-01,1982,7303.817
GDPC1,Real Gross Domestic Product,1983-01-01,1983,7400.066
GDPC1,Real Gross Domestic Product,1983-04-01,1983,7568.456
GDPC1,Real Gross Domestic Product,1983-07-01,1983,7719.746
GDPC1,Real Gross Domestic Product,1983-10-01,1983,7880.794
GDPC1,Real Gross Domestic Product,1984-01-01,1984,8034.847
GDPC1,Real Gross Domestic Product,1984-04-01,1984,8173.67
GDPC1,Real Gross Domestic Product,1984-07-01,1984,8252.465
GDPC1,Real Gross Domestic Product,1984-10-01,1984,8320.199
GDPC1,Real Gross Domestic Product,1985-01-01,1985,8400.82
GDPC1,Real Gross Domestic Product,1985-04-01,1985,8474.787
GDPC1,Real Gross Domestic Product,1985-07-01,1985,8604.22
GDPC1,Real Gross Domestic Product,1985-10-01,1985,8668.188
GDPC1,Real Gross Domestic Product,1986-01-01,1986,8749.127
GDPC1,Real Gross Domestic Product,1986-04-01,1986,8788.524
GDPC1,Real Gross Domestic Product,1986-07-01,1986,8872.601
GDPC1,Real Gross Domestic Product,1986-10-01,1986,8920.193
GDPC1,Real Gross Domestic Product,1987-01-01,1987,8986.367
GDPC1,Real Gross Domestic Product,1987-04-01,1987,9083.256
GDPC1,Real Gross Domestic Product,1987-07-01,1987,9162.024
GDPC1,Real Gross Domestic Product,1987-10-01,1987,9319.332
GDPC1,Real Gross Domestic Product,1988-01-01,1988,9367.502
GDPC1,Real Gross Domestic Product,1988-04-01,1988,9490.594
GDPC1,Real Gross Domestic Product,1988-07-01,1988,9546.206
GDPC1,Real Gross Domestic Product,1988-10-01,1988,9673.405
GDPC1,Real Gross Domestic Product,1989-01-01,1989,9771.725
GDPC1,Real Gross Domestic Product,1989-04-01,1989,9846.293
GDPC1,Real Gross Domestic Product,1989-07-01,1989,9919.228
GDPC1,Real Gross Domestic Product,1989-10-01,1989,9938.767
GDPC1,Real Gross Domestic Product,1990-01-01,1990,10047.386
GDPC1,Real Gross Domestic Product,1990-04-01,1990,10083.855
GDPC1,Real Gross Domestic Product,1990-07-01,1990,10090.569
GDPC1,Real Gross Domestic Product,1990-10-01,1990,9998.704
GDPC1,Real Gross Domestic Product,1991-01-01,1991,9951.916
GDPC1,Real Gross Domestic Product,1991-04-01,1991,10029.51
GDPC1,Real Gross Domestic Product,1991-07-01,1991,10080.195
GDPC1,Real Gross Domestic Product,1991-10-01,1991,10115.329
GDPC1,Real Gross Domestic Product,1992-01-01,1992,10236.435
GDPC1,Real Gross Domestic Product,1992-04-01,1992,10347.429
GDPC1,Real Gross Domestic Product,1992-07-01,1992,10449.673
GDPC1,Real Gross Domestic Product,1992-10-01,1992,10558.648
GDPC1,Real Gross Domestic Product,1993-01-01,1993,10576.275
GDPC1,Real Gross Domestic Product,1993-04-01,1993,10637.847
GDPC1,Real Gross Domestic Product,1993-07-01,1993,10688.606
GDPC1,Real Gross Domestic Product,1993-10-01,1993,10833.987
GDPC1,Real Gross Domestic Product,1994-01-01,1994,10939.116
GDPC1,Real Gross Domestic Product,1994-04-01,1994,11087.361
GDPC1,Real Gross Domestic Product,1994-07-01,1994,11152.176
GDPC1,Real Gross Domestic Product,1994-10-01,1994,11279.932
GDPC1,Real Gross Domestic Product,1995-01-01,1995,11319.951
GDPC1,Real Gross Domestic Product,1995-04-01,1995,11353.721
GDPC1,Real Gross Domestic Product,1995-07-01,1995,11450.31
GDPC1,Real Gross Domestic Product,1995-10-01,1995,11528.067
GDPC1,Real Gross Domestic Product,1996-01-01,1996,11614.418
GDPC1,Real Gross Domestic Product,1996-04-01,1996,11808.14
GDPC1,Real Gross Domestic Product,1996-07-01,1996,11914.063
GDPC1,Real Gross Domestic Product,1996-10-01,1996,12037.775
GDPC1,Real Gross Domestic Product,1997-01-01,1997,12115.472
GDPC1,Real Gross Domestic Product,1997-04-01,1997,12317.221
GDPC1,Real Gross Domestic Product,1997-07-01,1997,12471.01
GDPC1,Real Gross Domestic Product,1997-10-01,1997,12577.495
GDPC1,Real Gross Domestic Product,1998-01-01,1998,12703.742
GDPC1,Real Gross Domestic Product,1998-04-01,1998,12821.339
GDPC1,Real Gross Domestic Product,1998-07-01,1998,12982.752
GDPC1,Real Gross Domestic Product,1998-10-01,1998,13191.67
GDPC1,Real Gross Domestic Product,1999-01-01,1999,13315.597
GDPC1,Real Gross Domestic Product,1999-04-01,1999,13426.748
GDPC1,Real Gross Domestic Product,1999-07-01,1999,13604.771
GDPC1,Real Gross Domestic Product,1999-10-01,1999,13827.98
GDPC1,Real Gross Domestic Product,2000-01-01,2000,13878.147
GDPC1,Real Gross Domestic Product,2000-04-01,2000,14130.908
GDPC1,Real Gross Domestic Product,2000-07-01,2000,14145.312
GDPC1,Real Gross Domestic Product,2000-10-01,2000,14229.765
GDPC1,Real Gross Domestic Product,2001-01-01,2001,14183.12
GDPC1,Real Gross Domestic Product,2001-04-01,2001,14271.694
GDPC1,Real Gross Domestic Product,2001-07-01,2001,14214.516
GDPC1,Real Gross Domestic Product,2001-10-01,2001,14253.574
GDPC1,Real Gross Domestic Product,2002-01-01,2002,14372.785
GDPC1,Real Gross Domestic Product,2002-04-01,2002,14460.848
GDPC1,Real Gross Domestic Product,2002-07-01,2002,14519.633
GDPC1,Real Gross Domestic Product,2002-10-01,2002,14537.58
GDPC1,Real Gross Domestic Product,2003-01-01,2003,14614.141
GDPC1,Real Gross Domestic Product,2003-04-01,2003,14743.567
GDPC1,Real Gross Domestic Product,2003-07-01,2003,14988.782
GDPC1,Real Gross Domestic Product,2003-10-01,2003,15162.76
GDPC1,Real Gross Domestic Product,2004-01-01,2004,15248.68
GDPC1,Real Gross Domestic Product,2004-04-01,2004,15366.85
GDPC1,Real Gross Domestic Product,2004-07-01,2004,15512.619
GDPC1,Real Gross Domestic Product,2004-10-01,2004,15670.88
GDPC1,Real Gross Domestic Product,2005-01-01,2005,15844.727
GDPC1,Real Gross Domestic Product,2005-04-01,2005,15922.782
GDPC1,Real Gross Domestic Product,2005-07-01,2005,16047.587
GDPC1,Real Gross Domestic Product,2005-10-01,2005,16136.734
GDPC1,Real Gross Domestic Product,2006-01-01,2006,16353.835
GDPC1,Real Gross Domestic Product,2006-04-01,2006,16396.151
GDPC1,Real Gross Domestic Product,2006-07-01,2006,16420.738
GDPC1,Real Gross Domestic Product,2006-10-01,2006,16561.866
GDPC1,Real Gross Domestic Product,2007-01-01,2007,16611.69
GDPC1,Real Gross Domestic Product,2007-04-01,2007,16713.314
GDPC1,Real Gross Domestic Product,2007-07-01,2007,16809.587
GDPC1,Real Gross Domestic Product,2007-10-01,2007,16915.191
GDPC1,Real Gross Domestic Product,2008-01-01,2008,16843.003
GDPC1,Real Gross Domestic Product,2008-04-01,2008,16943.291
GDPC1,Real Gross Domestic Product,2008-07-01,2008,16854.295
GDPC1,Real Gross Domestic Product,2008-10-01,2008,16485.35
GDPC1,Real Gross Domestic Product,2009-01-01,2009,16298.262
GDPC1,Real Gross Domestic Product,2009-04-01,2009,16269.145
GDPC1,Real Gross Domestic Product,2009-07-01,2009,16326.281
GDPC1,Real Gross Domestic Product,2009-10-01,2009,16502.754
GDPC1,Real Gross Domestic Product,2010-01-01,2010,16582.71
GDPC1,Real Gross Domestic Product,2010-04-01,2010,16743.162
GDPC1,Real Gross Domestic Product,2010-07-01,2010,16872.266
GDPC1,Real Gross Domestic Product,2010-10-01,2010,16960.864
GDPC1,Real Gross Domestic Product,2011-01-01,2011,16920.632
GDPC1,Real Gross Domestic Product,2011-04-01,2011,17035.114
GDPC1,Real Gross Domestic Product,2011-07-01,2011,17031.313
GDPC1,Real Gross Domestic Product,2011-10-01,2011,17222.583
GDPC1,Real Gross Domestic Product,2012-01-01,2012,17367.01
GDPC1,Real Gross Domestic Product,2012-04-01,2012,17444.525
GDPC1,Real Gross Domestic Product,2012-07-01,2012,17469.65
GDPC1,Real Gross Domestic Product,2012-10-01,2012,17489.852
GDPC1,Real Gross Domestic Product,2013-01-01,2013,17662.4
GDPC1,Real Gross Domestic Product,2013-04-01,2013,17709.671
GDPC1,Real Gross Domestic Product,2013-07-01,2013,17860.45
GDPC1,Real Gross Domestic Product,2013-10-01,2013,18016.147
GDPC1,Real Gross Domestic Product,2014-01-01,2014,17953.974
GDPC1,Real Gross Domestic Product,2014-04-01,2014,18185.911
GDPC1,Real Gross Domestic Product,2014-07-01,2014,18406.941
GDPC1,Real Gross Domestic Product,2014-10-01,2014,18500.031
GDPC1,Real Gross Domestic Product,2015-01-01,2015,18666.621
GDPC1,Real Gross Domestic Product,2015-04-01,2015,18782.243
GDPC1,Real Gross Domestic Product,2015-07-01,2015,18857.418
GDPC1,Real Gross Domestic Product,2015-10-01,2015,18892.206
GDPC1,Real Gross Domestic Product,2016-01-01,2016,19001.69
GDPC1,Real Gross Domestic Product,2016-04-01,2016,19062.709
GDPC1,Real Gross Domestic Product,2016-07-01,2016,19197.938
GDPC1,Real Gross Domestic Product,2016-10-01,2016,19304.352
GDPC1,Real Gross Domestic Product,2017-01-01,2017,19398.343
GDPC1,Real Gross Domestic Product,2017-04-01,2017,19506.949
GDPC1,Real Gross Domestic Product,2017-07-01,2017,19660.766
GDPC1,Real Gross Domestic Product,2017-10-01,2017,19882.352
GDPC1,Real Gross Domestic Product,2018-01-01,2018,20044.077
GDPC1,Real Gross Domestic Product,2018-04-01,2018,20150.476
GDPC1,Real Gross Domestic Product,2018-07-01,2018,20276.154
GDPC1,Real Gross Domestic Product,2018-10-01,2018,20304.874
GDPC1,Real Gross Domestic Product,2019-01-01,2019,20431.641
GDPC1,Real Gross Domestic Product,2019-04-01,2019,20602.275
GDPC1,Real Gross Domestic Product,2019-07-01,2019,20843.322
GDPC1,Real Gross Domestic Product,2019-10-01,2019,20985.448
GDPC1,Real Gross Domestic Product,2020-01-01,2020,20709.212
GDPC1,Real Gross Domestic Product,2020-04-01,2020,19077.992
GDPC1,Real Gross Domestic Product,2020-07-01,2020,20558.879
GDPC1,Real Gross Domestic Product,2020-10-01,2020,20791.917
GDPC1,Real Gross Domestic Product,2021-01-01,2021,21082.134
GDPC1,Real Gross Domestic Product,2021-04-01,2021,21440.929
GDPC1,Real Gross Domestic Product,2021-07-01,2021,21617.828
GDPC1,Real Gross Domestic Product,2021-10-01,2021,21988.737
GDPC1,Real Gross Domestic Product,2022-01-01,2022,21932.71
GDPC1,Real Gross Domestic Product,2022-04-01,2022,21967.045
GDPC1,Real Gross Domestic Product,2022-07-01,2022,22125.625
GDPC1,Real Gross Domestic Product,2022-10-01,2022,22278.345
GDPC1,Real Gross Domestic Product,2023-01-01,2023,22439.607
GDPC1,Real Gross Domestic Product,2023-04-01,2023,22580.499
GDPC1,Real Gross Domestic Product,2023-07-01,2023,22840.989
GDPC1,Real Gross Domestic Product,2023-10-01,2023,23033.78
GDPC1,Real Gross Domestic Product,2024-01-01,2024,23082.119
GDPC1,Real Gross Domestic Product,2024-04-01,2024,23286.508
GDPC1,Real Gross Domestic Product,2024-07-01,2024,23478.57
GDPC1,Real Gross Domestic Product,2024-10-01,2024,23586.542
UNRATE,Unemployment Rate,1970-01-01,1970,3.9
UNRATE,Unemployment Rate,1970-02-01,1970,4.2
UNRATE,Unemployment Rate,1970-03-01,1970,4.4
UNRATE,Unemployment Rate,1970-04-01,1970,4.6
UNRATE,Unemployment Rate,1970-05-01,1970,4.8
UNRATE,Unemployment Rate,1970-06-01,1970,4.9
UNRATE,Unemployment Rate,1970-07-01,1970,5.0
UNRATE,Unemployment Rate,1970-08-01,1970,5.1
UNRATE,Unemployment Rate,1970-09-01,1970,5.4
UNRATE,Unemployment Rate,1970-10-01,1970,5.5
UNRATE,Unemployment Rate,1970-11-01,1970,5.9
