date,avg_sentiment,sentiment_std,headline_count,positive_count,negative_count,neutral_count,positive_ratio,negative_ratio
2019-04-07,-0.042624999999999996,0.5579211253778236,8,2,3,3,0.25,0.375
2019-04-08,0.00600000000000001,0.5064253305124216,14,4,6,4,0.2857142857142857,0.42857142857142855
2019-04-09,0.24949999999999997,0.39041452329543275,6,3,0,3,0.5,0.0
2019-04-10,0.1648888888888889,0.5512260072883999,9,4,3,2,0.4444444444444444,0.3333333333333333
2019-04-11,0.032222222222222215,0.5981044594754703,9,4,3,2,0.4444444444444444,0.3333333333333333
2019-04-12,-0.028444444444444456,0.4382693552802635,9,2,1,6,0.2222222222222222,0.1111111111111111
2019-04-13,-0.2912,0.5720666045138451,5,1,3,1,0.2,0.6
2019-04-14,0.6262,0.17029004668506026,5,5,0,0,1.0,0.0
2019-04-15,0.07599999999999997,0.7597793539355138,7,4,3,0,0.5714285714285714,0.42857142857142855
2019-04-16,-0.12441666666666668,0.523375140677113,12,4,6,2,0.3333333333333333,0.5
2019-04-17,-0.015571428571428583,0.5303623890664417,14,5,5,4,0.35714285714285715,0.35714285714285715
2019-04-18,-0.005666666666666659,0.5411764961636822,9,3,4,2,0.3333333333333333,0.4444444444444444
2019-04-19,-0.04642857142857143,0.4906279671989788,14,4,5,5,0.2857142857142857,0.35714285714285715
2019-04-20,0.0036666666666666883,0.6794499736306322,6,2,2,2,0.3333333333333333,0.3333333333333333
2019-04-21,-0.2305555555555555,0.47280152049012886,9,1,5,3,0.1111111111111111,0.5555555555555556
2019-04-22,0.13328571428571429,0.4844521697359862,7,3,2,2,0.42857142857142855,0.2857142857142857
2019-04-23,0.176,0.4998539786777734,11,5,3,3,0.45454545454545453,0.2727272727272727
2019-04-24,0.10857142857142855,0.40113956720940946,7,3,1,3,0.42857142857142855,0.14285714285714285
2019-04-25,-0.5433333333333333,0.6042402391985051,6,1,5,0,0.16666666666666666,0.8333333333333334
2019-04-26,-0.23326666666666665,0.5203964788871033,15,3,9,3,0.2,0.6
2019-04-27,0.16440000000000002,0.5480045011980589,10,4,3,3,0.4,0.3
2019-04-28,0.16593333333333335,0.4495695507397948,15,6,3,6,0.4,0.2
2019-04-29,0.18907142857142864,0.4318405090710288,14,6,2,6,0.42857142857142855,0.14285714285714285
2019-04-30,0.04180000000000002,0.5329035351522616,10,3,3,4,0.3,0.3
2019-05-01,-0.15427272727272728,0.6762512980999135,11,3,6,2,0.2727272727272727,0.5454545454545454
2019-05-02,0.0357,0.49556612968290004,10,3,3,4,0.3,0.3
2019-05-03,-0.27041666666666664,0.566303878967232,12,3,8,1,0.25,0.6666666666666666
2019-05-04,0.275,0.5919163792293638,7,4,2,1,0.5714285714285714,0.2857142857142857
2019-05-05,-0.055642857142857174,0.6361524499366795,14,6,7,1,0.42857142857142855,0.5
2019-05-06,-0.4010000000000001,0.4960342730094363,7,1,4,2,0.14285714285714285,0.5714285714285714
2019-05-07,-0.058666666666666666,0.6524526985226775,15,6,7,2,0.4,0.4666666666666667
2019-05-08,-0.301,0.6025412848925791,8,3,5,0,0.375,0.625
2019-05-09,-0.10422222222222223,0.6661217564713259,9,3,4,2,0.3333333333333333,0.4444444444444444
2019-05-10,-0.1026923076923077,0.6329947846830157,13,4,6,3,0.3076923076923077,0.46153846153846156
2019-05-11,0.22040000000000004,0.5441324418610917,15,8,3,4,0.5333333333333333,0.2
2019-05-12,-0.02728571428571432,0.6538751267013307,14,6,6,2,0.42857142857142855,0.42857142857142855
2019-05-13,0.2242,0.575484752187232,5,2,1,2,0.4,0.2
2019-05-14,0.11349999999999998,0.6172693322784055,8,3,3,2,0.375,0.375
2019-05-15,0.2457692307692308,0.5193983945948354,13,7,3,3,0.5384615384615384,0.23076923076923078
2019-05-16,0.06169230769230768,0.565346705514322,13,5,3,5,0.38461538461538464,0.23076923076923078
2019-05-17,0.1889,0.44805417579177226,10,4,1,5,0.4,0.1
2019-05-18,-0.3908,0.6849844523783004,5,1,4,0,0.2,0.8
2019-05-19,-0.17890909090909088,0.5775744894895297,11,4,7,0,0.36363636363636365,0.6363636363636364
2019-05-20,-0.022733333333333335,0.5535740325591596,15,5,8,2,0.3333333333333333,0.5333333333333333
2019-05-21,-0.01783333333333335,0.6226187972320355,6,2,2,2,0.3333333333333333,0.3333333333333333
2019-05-22,0.522,0.4716964066006863,5,4,1,0,0.8,0.2
2019-05-23,-0.03566666666666666,0.6490765601624982,15,6,5,4,0.4,0.3333333333333333
2019-05-24,0.005307692307692317,0.5328421255580594,13,5,4,4,0.38461538461538464,0.3076923076923077
2019-05-25,0.03974999999999999,0.4783184798665197,12,5,3,4,0.4166666666666667,0.25
2019-05-26,0.32625000000000004,0.2933660560752434,8,5,0,3,0.625,0.0
2019-05-27,-0.27575,0.5594832234059635,12,2,8,2,0.16666666666666666,0.6666666666666666
2019-05-28,-0.0638,0.34475427642178874,10,2,2,6,0.2,0.2
2019-05-29,0.182,0.34759520792356813,15,5,0,10,0.3333333333333333,0.0
2019-05-30,0.04949999999999998,0.5520615084308171,12,4,4,4,0.3333333333333333,0.3333333333333333
2019-05-31,-0.02533333333333333,0.660358308222207,15,6,7,2,0.4,0.4666666666666667
2019-06-01,0.01908333333333334,0.5089265812978481,12,4,5,3,0.3333333333333333,0.4166666666666667
2019-06-02,-0.11779999999999999,0.6075789660612027,5,1,2,2,0.2,0.4
2019-06-03,-0.38445454545454544,0.5194105050220612,11,1,8,2,0.09090909090909091,0.7272727272727273
2019-06-04,-0.3211818181818182,0.5656659470362022,11,3,8,0,0.2727272727272727,0.7272727272727273
2019-06-05,-0.17430000000000004,0.6491493664789328,10,3,6,1,0.3,0.6
2019-06-06,0.48581818181818176,0.3212425308647092,11,9,0,2,0.8181818181818182,0.0
2019-06-07,-0.245125,0.39349875204013396,8,1,3,4,0.125,0.375
2019-06-08,-0.153125,0.5735551879038568,8,2,6,0,0.25,0.75
2019-06-09,0.20344444444444443,0.5548531587526359,9,5,3,1,0.5555555555555556,0.3333333333333333
2019-06-10,-0.2208181818181818,0.601694078113092,11,3,6,2,0.2727272727272727,0.5454545454545454
2019-06-11,0.21228571428571424,0.570616323820997,14,9,3,2,0.6428571428571429,0.21428571428571427
2019-06-12,0.03673333333333332,0.45989726596066566,15,5,4,6,0.3333333333333333,0.26666666666666666
2019-06-13,-0.2575,0.44631923232464127,8,1,5,2,0.125,0.625
2019-06-14,0.229625,0.5743256760261177,8,3,1,4,0.375,0.125
2019-06-15,0.08329999999999999,0.44460495573786246,10,4,1,5,0.4,0.1
2019-06-16,0.14807142857142858,0.5165763722351695,14,6,3,5,0.42857142857142855,0.21428571428571427
2019-06-17,-0.28642857142857137,0.5705879173524194,14,2,8,4,0.14285714285714285,0.5714285714285714
2019-06-18,-0.1037777777777778,0.437375347321319,9,2,3,4,0.2222222222222222,0.3333333333333333
2019-06-19,0.09507692307692306,0.5700611753046716,13,6,5,2,0.46153846153846156,0.38461538461538464
2019-06-20,0.0050000000000000044,0.6754935232850127,5,2,3,0,0.4,0.6
2019-06-21,0.048214285714285716,0.4917643554779884,14,6,3,5,0.42857142857142855,0.21428571428571427
2019-06-22,0.32471428571428573,0.35308692078066783,14,8,1,5,0.5714285714285714,0.07142857142857142
2019-06-23,0.44216666666666665,0.41810975433092523,6,4,0,2,0.6666666666666666,0.0
2019-06-24,-0.42644444444444446,0.40883557547965144,9,1,6,2,0.1111111111111111,0.6666666666666666
2019-06-25,0.10583333333333335,0.4631922501575999,12,4,3,5,0.3333333333333333,0.25
2019-06-26,0.06614285714285716,0.486723718368006,14,5,5,4,0.35714285714285715,0.35714285714285715
2019-06-27,-0.22366666666666665,0.4840774418385655,12,2,5,5,0.16666666666666666,0.4166666666666667
2019-06-28,0.09857142857142856,0.5730825586663923,7,3,2,2,0.42857142857142855,0.2857142857142857
2019-06-29,-0.07092857142857142,0.5701919331763127,14,6,6,2,0.42857142857142855,0.42857142857142855
2019-06-30,0.168076923076923,0.48651763612063464,13,7,3,3,0.5384615384615384,0.23076923076923078
2019-07-01,-0.08685714285714284,0.4042364937226015,7,1,2,4,0.14285714285714285,0.2857142857142857
2019-07-02,-0.10400000000000001,0.47922553261602324,10,2,4,4,0.2,0.4
2019-07-03,-0.21933333333333332,0.4484232163396326,15,2,8,5,0.13333333333333333,0.5333333333333333
2019-07-04,0.01900000000000001,0.4791195049254413,9,4,3,2,0.4444444444444444,0.3333333333333333
2019-07-05,-0.09600000000000002,0.6493430246305597,12,4,6,2,0.3333333333333333,0.5
2019-07-06,0.2552,0.47486578220704756,10,5,2,3,0.5,0.2
2019-07-07,0.10122222222222223,0.6754820089717004,9,4,4,1,0.4444444444444444,0.4444444444444444
2019-07-08,0.13191666666666665,0.5044331577187018,12,5,3,4,0.4166666666666667,0.25
2019-07-09,0.07536363636363638,0.5657254232801056,11,5,4,2,0.45454545454545453,0.36363636363636365
2019-07-10,-0.04862500000000001,0.5649664813066346,8,2,3,3,0.25,0.375
2019-07-11,-0.03499999999999999,0.5325354448297315,14,6,6,2,0.42857142857142855,0.42857142857142855
2019-07-12,0.1441111111111111,0.5039204908625081,9,4,2,3,0.4444444444444444,0.2222222222222222
2019-07-13,-0.028749999999999994,0.5043622660891132,12,4,4,4,0.3333333333333333,0.3333333333333333
2019-07-14,-0.04264285714285714,0.5090258580620676,14,4,6,4,0.2857142857142857,0.42857142857142855
2019-07-15,-0.032769230769230766,0.5258124117094349,13,4,5,4,0.3076923076923077,0.38461538461538464
2019-07-16,-0.413,0.3865070072672249,7,0,4,3,0.0,0.5714285714285714
2019-07-17,0.036799999999999986,0.48528429239410215,10,4,4,2,0.4,0.4
2019-07-18,-0.0771111111111111,0.376378614045898,9,2,2,5,0.2222222222222222,0.2222222222222222
2019-07-19,-0.03886666666666667,0.4840479413485915,15,4,5,6,0.26666666666666666,0.3333333333333333
2019-07-20,0.24000000000000002,0.4054499184407815,12,6,2,4,0.5,0.16666666666666666
2019-07-21,0.09480000000000001,0.5991751711430353,15,6,4,5,0.4,0.26666666666666666
2019-07-22,-0.0955,0.48086696545046476,14,4,6,4,0.2857142857142857,0.42857142857142855
2019-07-23,-0.38533333333333336,0.43149909231267997,6,1,4,1,0.16666666666666666,0.6666666666666666
2019-07-24,0.16846153846153847,0.5066974138781144,13,5,2,6,0.38461538461538464,0.15384615384615385
2019-07-25,-0.010875000000000024,0.48908966092994793,8,3,2,3,0.375,0.25
2019-07-26,-0.002999999999999994,0.49760241826850743,13,4,4,5,0.3076923076923077,0.3076923076923077
2019-07-27,0.016999999999999994,0.5798676573150119,5,2,2,1,0.4,0.4
2019-07-28,0.1601,0.6091855127043723,10,5,3,2,0.5,0.3
2019-07-29,-0.3403333333333334,0.4318671670780264,9,1,6,2,0.1111111111111111,0.6666666666666666
2019-07-30,0.5708,0.39076808979239847,5,4,0,1,0.8,0.0
2019-07-31,0.04021428571428571,0.5494353995164111,14,6,4,4,0.42857142857142855,0.2857142857142857
2019-08-01,0.08100000000000002,0.6338783938436601,12,5,4,3,0.4166666666666667,0.3333333333333333
2019-08-02,-0.20239999999999997,0.5204279969409793,5,1,3,1,0.2,0.6
2019-08-03,0.6692,0.14533134555215538,5,5,0,0,1.0,0.0
2019-08-04,0.04833333333333333,0.5835767872925265,6,3,2,1,0.5,0.3333333333333333
2019-08-05,-0.21000000000000002,0.41198543663581116,9,1,4,4,0.1111111111111111,0.4444444444444444
2019-08-06,0.14150000000000001,0.5232461179980219,10,3,2,5,0.3,0.2
2019-08-07,-0.08162499999999999,0.5524811405960259,8,2,3,3,0.25,0.375
2019-08-08,-0.14,0.5496235075030906,9,2,5,2,0.2222222222222222,0.5555555555555556
2019-08-09,0.0408888888888889,0.6235526129454604,9,5,4,0,0.5555555555555556,0.4444444444444444
2019-08-10,-0.083,0.5911005144489541,12,5,5,2,0.4166666666666667,0.4166666666666667
2019-08-11,0.1498,0.5814457842309978,5,2,1,2,0.4,0.2
2019-08-12,-0.5603846153846154,0.2903398980682063,13,0,11,2,0.0,0.8461538461538461
2019-08-13,0.08241666666666665,0.584015015114156,12,5,4,3,0.4166666666666667,0.3333333333333333
2019-08-14,0.0740769230769231,0.5260219357812723,13,5,4,4,0.38461538461538464,0.3076923076923077
2019-08-15,-0.0008749999999999938,0.58210122769645,8,3,3,2,0.375,0.375
2019-08-16,0.16721428571428573,0.41149337382671997,14,6,2,6,0.42857142857142855,0.14285714285714285
2019-08-17,0.0225,0.5532512489316626,10,4,3,3,0.4,0.3
2019-08-18,0.24466666666666667,0.4004709727308585,9,5,1,3,0.5555555555555556,0.1111111111111111
2019-08-19,0.0642857142857143,0.6249633894039218,7,3,3,1,0.42857142857142855,0.42857142857142855
2019-08-20,-0.015499999999999995,0.5903797930146323,6,2,3,1,0.3333333333333333,0.5
2019-08-21,-0.07799999999999999,0.5260600726152861,11,3,4,4,0.2727272727272727,0.36363636363636365
2019-08-22,0.1492,0.6598187966740902,10,6,3,1,0.6,0.3
2019-08-23,0.13659999999999997,0.6399222522220094,10,5,3,2,0.5,0.3
2019-08-24,-0.028799999999999982,0.6478944358458406,5,2,2,1,0.4,0.4
2019-08-25,0.208125,0.4483230459963313,8,4,1,3,0.5,0.125
2019-08-26,0.29133333333333333,0.5296043334414854,9,6,3,0,0.6666666666666666,0.3333333333333333
2019-08-27,-0.20890909090909096,0.5435651671226652,11,2,5,4,0.18181818181818182,0.45454545454545453
2019-08-28,0.1743333333333333,0.5263351277149062,6,2,2,2,0.3333333333333333,0.3333333333333333
2019-08-29,0.18472727272727274,0.5769740186367305,11,6,3,2,0.5454545454545454,0.2727272727272727
2019-08-30,-0.08925,0.4738444556833162,12,2,4,6,0.16666666666666666,0.3333333333333333
2019-08-31,0.07039999999999999,0.5057714020297224,10,4,3,3,0.4,0.3
2019-09-01,-0.22486666666666671,0.48762058826021504,15,3,9,3,0.2,0.6
2019-09-02,0.13173333333333334,0.509213183908927,15,8,5,2,0.5333333333333333,0.3333333333333333
2019-09-03,-0.296375,0.45504157973279136,8,1,5,2,0.125,0.625
2019-09-04,-0.18866666666666668,0.5481679127840854,12,4,8,0,0.3333333333333333,0.6666666666666666
2019-09-05,-0.339,0.5763878902267118,9,1,5,3,0.1111111111111111,0.5555555555555556
2019-09-06,-0.29300000000000004,0.5234610778271868,5,1,4,0,0.2,0.8
2019-09-07,0.09935714285714285,0.5486166669476487,14,6,4,4,0.42857142857142855,0.2857142857142857
2019-09-08,-0.22414285714285714,0.41020256320157583,7,1,4,2,0.14285714285714285,0.5714285714285714
2019-09-09,-0.229375,0.4601356748674398,8,1,3,4,0.125,0.375
2019-09-10,-0.101,0.5809897958287588,15,4,6,5,0.26666666666666666,0.4
2019-09-11,0.2926000000000001,0.4381063290521555,10,6,2,2,0.6,0.2
2019-09-12,-0.04974999999999999,0.47809913795601616,8,2,3,3,0.25,0.375
2019-09-13,0.01050000000000001,0.45935588962517215,10,3,3,4,0.3,0.3
2019-09-14,0.02616666666666667,0.6753631368876056,6,3,2,1,0.5,0.3333333333333333
2019-09-15,-0.060733333333333334,0.5232801034500228,15,3,6,6,0.2,0.4
2019-09-16,-0.28983333333333333,0.4515822922421413,6,1,3,2,0.16666666666666666,0.5
2019-09-17,0.08236363636363633,0.39003750402423426,11,4,3,4,0.36363636363636365,0.2727272727272727
2019-09-18,0.15983333333333336,0.5158715191231478,12,6,3,3,0.5,0.25
2019-09-19,-0.0678,0.46269639673932583,10,3,4,3,0.3,0.4
2019-09-20,-0.11171428571428574,0.6851023559259142,7,3,4,0,0.42857142857142855,0.5714285714285714
2019-09-21,0.016199999999999964,0.49933487189031195,15,5,4,6,0.3333333333333333,0.26666666666666666
2019-09-22,-0.03675,0.491419118472206,12,4,5,3,0.3333333333333333,0.4166666666666667
2019-09-23,0.1678,0.5580009557936856,10,5,2,3,0.5,0.2
2019-09-24,0.011428571428571423,0.42791660291185135,7,1,2,4,0.14285714285714285,0.2857142857142857
2019-09-25,-0.10033333333333333,0.6483081571804157,6,2,4,0,0.3333333333333333,0.6666666666666666
2019-09-26,-0.019333333333333313,0.6736594589751314,6,2,3,1,0.3333333333333333,0.5
2019-09-27,-0.05457142857142859,0.5979373152488754,14,5,6,3,0.35714285714285715,0.42857142857142855
2019-09-28,-0.210125,0.5883377158207205,8,2,5,1,0.25,0.625
2019-09-29,0.07546666666666665,0.45212717342842923,15,6,3,6,0.4,0.2
2019-09-30,-0.08062500000000002,0.5037649501503653,8,2,3,3,0.25,0.375
2019-10-01,-0.020666666666666642,0.5690250433856141,9,3,4,2,0.3333333333333333,0.4444444444444444
2019-10-02,-0.1471333333333333,0.5376556075974214,15,3,7,5,0.2,0.4666666666666667
2019-10-03,0.11910000000000001,0.4321898888220316,10,4,3,3,0.4,0.3
2019-10-04,-0.12283333333333334,0.4289901708275688,6,1,2,3,0.16666666666666666,0.3333333333333333
2019-10-05,-0.14458333333333334,0.34974236188510205,12,1,4,7,0.08333333333333333,0.3333333333333333
2019-10-06,0.13314285714285715,0.3907801720368408,7,2,1,4,0.2857142857142857,0.14285714285714285
2019-10-07,0.27759999999999996,0.5069479826795419,15,9,2,4,0.6,0.13333333333333333
2019-10-08,0.15875000000000003,0.5719548814055496,12,5,3,4,0.4166666666666667,0.25
2019-10-09,0.3,0.5253722489816149,6,4,2,0,0.6666666666666666,0.3333333333333333
2019-10-10,-0.1461,0.48340170780740016,10,2,5,3,0.2,0.5
2019-10-11,-0.13216666666666665,0.44172000935736055,6,1,3,2,0.16666666666666666,0.5
2019-10-12,0.24429999999999996,0.57154372827749,10,5,2,3,0.5,0.2
2019-10-13,-0.16428571428571428,0.4718777081284635,7,1,2,4,0.14285714285714285,0.2857142857142857
2019-10-14,-0.21616666666666665,0.38497138421792687,6,1,3,2,0.16666666666666666,0.5
2019-10-15,0.019454545454545457,0.29492452039000205,11,3,2,6,0.2727272727272727,0.18181818181818182
2019-10-16,-0.100875,0.630953119721041,8,3,4,1,0.375,0.5
2019-10-17,-0.053400000000000024,0.44714013463342783,5,1,1,3,0.2,0.2
2019-10-18,0.18025,0.5936639889855051,12,7,3,2,0.5833333333333334,0.25
2019-10-19,0.007124999999999979,0.6169659489330486,8,3,4,1,0.375,0.5
2019-10-20,0.3065555555555555,0.46638425978776105,9,4,1,4,0.4444444444444444,0.1111111111111111
2019-10-21,0.10964285714285715,0.5026773865463365,14,4,3,7,0.2857142857142857,0.21428571428571427
2019-10-22,0.03536363636363635,0.6339852163461341,11,5,4,2,0.45454545454545453,0.36363636363636365
2019-10-23,0.3136666666666667,0.45023575834804375,15,9,2,4,0.6,0.13333333333333333
2019-10-24,0.04978571428571429,0.6162876674175697,14,7,5,2,0.5,0.35714285714285715
