series_id,series_name,date,year,value,prev_value,yoy_change,yoy_change_abs,rolling_avg_5y
CPIAUCSL,Consumer Price Index,1995-01-01,1995,136.9,132.5,3.3207547169811362,4.400000000000006,129.83999999999997
CPIAUCSL,Consumer Price Index,1996-01-01,1996,138.7,136.9,1.3148283418553564,1.799999999999983,133.06
CPIAUCSL,Consumer Price Index,1997-01-01,1997,142.4,138.7,2.6676279740447133,3.700000000000017,136.04
CPIAUCSL,Consumer Price Index,1998-01-01,1998,147.9,142.4,3.8623595505617976,5.5,139.68
CPIAUCSL,Consumer Price Index,1999-01-01,1999,149.2,147.9,0.8789722785665874,1.299999999999983,143.01999999999998
CPIAUCSL,Consumer Price Index,2000-01-01,2000,153.2,149.2,2.680965147453083,4.0,146.28000000000003
CPIAUCSL,Consumer Price Index,2001-01-01,2001,157.4,153.2,2.741514360313327,4.200000000000017,150.02
CPIAUCSL,Consumer Price Index,2002-01-01,2002,162.6,157.4,3.30368487928843,5.199999999999989,154.06
CPIAUCSL,Consumer Price Index,2003-01-01,2003,164.6,162.6,1.2300123001230012,2.0,157.4
CPIAUCSL,Consumer Price Index,2004-01-01,2004,166.6,164.6,1.2150668286755772,2.0,160.88000000000002
CPIAUCSL,Consumer Price Index,2005-01-01,2005,171.6,166.6,3.0012004801920766,5.0,164.56
CPIAUCSL,Consumer Price Index,2006-01-01,2006,176.4,171.6,2.7972027972028037,4.800000000000011,168.35999999999999
CPIAUCSL,Consumer Price Index,2007-01-01,2007,181.3,176.4,2.777777777777781,4.900000000000006,172.1
CPIAUCSL,Consumer Price Index,2008-01-01,2008,186.4,181.3,2.813017098731381,5.099999999999994,176.46
CPIAUCSL,Consumer Price Index,2009-01-01,2009,189.8,186.4,1.8240343347639514,3.4000000000000057,181.1
CPIAUCSL,Consumer Price Index,2010-01-01,2010,195.0,189.8,2.7397260273972543,5.199999999999989,185.78000000000003
CPIAUCSL,Consumer Price Index,2011-01-01,2011,200.5,195.0,2.8205128205128207,5.5,190.6
CPIAUCSL,Consumer Price Index,2012-01-01,2012,204.0,200.5,1.7456359102244388,3.5,195.14000000000001
CPIAUCSL,Consumer Price Index,2013-01-01,2013,212.9,204.0,4.362745098039218,8.900000000000006,200.44
CPIAUCSL,Consumer Price Index,2014-01-01,2014,219.3,212.9,3.0061061531235347,6.400000000000006,206.34
CPIAUCSL,Consumer Price Index,2015-01-01,2015,222.2,219.3,1.3223894208846225,2.8999999999999773,211.78000000000003
CPIAUCSL,Consumer Price Index,2016-01-01,2016,229.2,222.2,3.1503150315031503,7.0,217.52000000000004
CPIAUCSL,Consumer Price Index,2017-01-01,2017,232.7,229.2,1.5270506108202444,3.5,223.26000000000005
CPIAUCSL,Consumer Price Index,2018-01-01,2018,240.3,232.7,3.2660077352814882,7.600000000000023,228.74
CPIAUCSL,Consumer Price Index,2019-01-01,2019,249.1,240.3,3.662089055347475,8.799999999999983,234.69999999999996
CPIAUCSL,Consumer Price Index,2020-01-01,2020,257.5,249.1,3.372139702930552,8.400000000000006,241.76000000000005
CPIAUCSL,Consumer Price Index,2021-01-01,2021,275.3,257.5,6.912621359223306,17.80000000000001,250.98000000000002
CPIAUCSL,Consumer Price Index,2022-01-01,2022,291.3,275.3,5.811841627315655,16.0,262.7
CPIAUCSL,Consumer Price Index,2023-01-01,2023,310.7,291.3,6.659800892550627,19.399999999999977,276.78000000000003
CPIAUCSL,Consumer Price Index,2024-01-01,2024,338.0,310.7,8.786610878661092,27.30000000000001,294.56
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1970-01-01,1970,3.31,,,,3.31
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1971-01-01,1971,2.99,3.31,-9.667673716012079,-0.31999999999999984,3.1500000000000004
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1972-01-01,1972,2.55,2.99,-14.715719063545162,-0.4400000000000004,2.9500000000000006
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1973-01-01,1973,25.38,2.55,895.2941176470588,22.83,8.557500000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1974-01-01,1974,21.61,25.38,-14.854215918045705,-3.7699999999999996,11.168000000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1975-01-01,1975,29.88,21.61,38.26931975937066,8.27,16.482
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1976-01-01,1976,24.26,29.88,-18.80856760374832,-5.619999999999997,20.736
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1977-01-01,1977,20.87,24.26,-13.973619126133555,-3.3900000000000006,24.4
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1978-01-01,1978,23.39,20.87,12.074748442740773,2.5199999999999996,24.002000000000002
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1979-01-01,1979,27.06,23.39,15.690466011115852,3.669999999999998,25.092000000000002
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1980-01-01,1980,32.18,27.06,18.920916481892096,5.120000000000001,25.552000000000003
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1981-01-01,1981,30.89,32.18,-4.008701056556864,-1.2899999999999991,26.877999999999997
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1982-01-01,1982,36.22,30.89,17.25477500809323,5.329999999999998,29.948
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1983-01-01,1983,36.22,36.22,0.0,0.0,32.513999999999996
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1984-01-01,1984,32.47,36.22,-10.353395913859746,-3.75,33.596
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1985-01-01,1985,17.64,32.47,-45.67292885740684,-14.829999999999998,30.688
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1986-01-01,1986,21.16,17.64,19.954648526077097,3.5199999999999996,28.742
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1987-01-01,1987,12.76,21.16,-39.69754253308129,-8.4,24.05
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1988-01-01,1988,12.96,12.76,1.5673981191222657,0.20000000000000107,19.398000000000003
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1989-01-01,1989,16.41,12.96,26.62037037037036,3.4499999999999993,16.186
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1990-01-01,1990,18.93,16.41,15.35648994515539,2.5199999999999996,16.444
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1991-01-01,1991,21.55,18.93,13.840464870575811,2.620000000000001,16.522
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1992-01-01,1992,27.38,21.55,27.05336426914152,5.829999999999998,19.445999999999998
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1993-01-01,1993,24.29,27.38,-11.285609934258582,-3.09,21.712
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1994-01-01,1994,19.2,24.29,-20.955125566076575,-5.09,22.270000000000003
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1995-01-01,1995,19.9,19.2,3.64583333333333,0.6999999999999993,22.464
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1996-01-01,1996,14.99,19.9,-24.67336683417085,-4.909999999999998,21.152
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1997-01-01,1997,19.91,14.99,32.82188125416944,4.92,19.657999999999998
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1998-01-01,1998,18.56,19.91,-6.780512305374191,-1.3500000000000014,18.512
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",1999-01-01,1999,21.61,18.56,16.43318965517242,3.0500000000000007,18.994
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2000-01-01,2000,37.59,21.61,73.94724664507176,15.980000000000004,22.532
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2001-01-01,2001,57.79,37.59,53.73769619579674,20.199999999999996,31.092000000000002
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2002-01-01,2002,72.99,57.79,26.30212839591624,15.199999999999996,41.708000000000006
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2003-01-01,2003,48.37,72.99,-33.73064803397725,-24.619999999999997,47.67
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2004-01-01,2004,56.03,48.37,15.836262145958246,7.660000000000004,54.553999999999995
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2005-01-01,2005,60.35,56.03,7.710155273960378,4.32,59.10600000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2006-01-01,2006,43.98,60.35,-27.12510356255179,-16.370000000000005,56.343999999999994
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2007-01-01,2007,53.36,43.98,21.32787630741247,9.380000000000003,52.41799999999999
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2008-01-01,2008,100.25,53.36,87.87481259370315,46.89,62.794
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2009-01-01,2009,91.47,100.25,-8.758104738154614,-8.780000000000001,69.88199999999999
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2010-01-01,2010,78.4,91.47,-14.288837870339997,-13.069999999999993,73.492
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2011-01-01,2011,90.37,78.4,15.26785714285714,11.969999999999999,82.77000000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2012-01-01,2012,97.47,90.37,7.856589576186781,7.099999999999994,91.59200000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2013-01-01,2013,111.77,97.47,14.671180876167023,14.299999999999997,93.896
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2014-01-01,2014,64.59,111.77,-42.211684709671644,-47.17999999999999,88.52000000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2015-01-01,2015,76.53,64.59,18.48583372039015,11.939999999999998,88.146
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2016-01-01,2016,47.33,76.53,-38.15497190644192,-29.200000000000003,79.538
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2017-01-01,2017,63.72,47.33,34.629199239383055,16.39,72.78800000000001
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2018-01-01,2018,56.83,63.72,-10.812931575643441,-6.890000000000001,61.8
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2019-01-01,2019,76.9,56.83,35.315854302305134,20.070000000000007,64.26199999999999
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2020-01-01,2020,57.88,76.9,-24.733420026007806,-19.020000000000003,60.532000000000004
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2021-01-01,2021,57.4,57.88,-0.8293020041465168,-0.480000000000004,62.54599999999999
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2022-01-01,2022,61.01,57.4,6.289198606271776,3.6099999999999994,62.004000000000005
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2023-01-01,2023,38.14,61.01,-37.485658088837894,-22.869999999999997,58.266
DCOILWTICO,"Crude Oil Price (WTI, USD/barrel)",2024-01-01,2024,62.11,38.14,62.84740429994756,23.97,55.30800000000001
DGS10,10-Year Treasury Rate (%),1970-01-01,1970,5.39,,,,5.39
DGS10,10-Year Treasury Rate (%),1971-01-01,1971,6.53,5.39,21.150278293135447,1.1400000000000006,5.96
DGS10,10-Year Treasury Rate (%),1972-01-01,1972,8.09,6.53,23.88973966309341,1.5599999999999996,6.669999999999999
DGS10,10-Year Treasury Rate (%),1973-01-01,1973,7.06,8.09,-12.731767614338693,-1.0300000000000002,6.767499999999999
DGS10,10-Year Treasury Rate (%),1974-01-01,1974,5.92,7.06,-16.147308781869686,-1.1399999999999997,6.597999999999999
DGS10,10-Year Treasury Rate (%),1975-01-01,1975,6.28,5.92,6.081081081081086,0.3600000000000003,6.776000000000001
DGS10,10-Year Treasury Rate (%),1976-01-01,1976,7.68,6.28,22.29299363057324,1.3999999999999995,7.006
DGS10,10-Year Treasury Rate (%),1977-01-01,1977,6.27,7.68,-18.359375000000004,-1.4100000000000001,6.642
DGS10,10-Year Treasury Rate (%),1978-01-01,1978,7.22,6.27,15.151515151515154,0.9500000000000002,6.6739999999999995
DGS10,10-Year Treasury Rate (%),1979-01-01,1979,7.05,7.22,-2.3545706371191124,-0.16999999999999993,6.9
DGS10,10-Year Treasury Rate (%),1980-01-01,1980,10.7,7.05,51.77304964539007,3.6499999999999995,7.784000000000001
DGS10,10-Year Treasury Rate (%),1981-01-01,1981,16.29,10.7,52.24299065420561,5.59,9.506
DGS10,10-Year Treasury Rate (%),1982-01-01,1982,13.27,16.29,-18.538980969920193,-3.0199999999999996,10.906
DGS10,10-Year Treasury Rate (%),1983-01-01,1983,7.95,13.27,-40.0904295403165,-5.319999999999999,11.052000000000001
DGS10,10-Year Treasury Rate (%),1984-01-01,1984,12.37,7.95,55.597484276729546,4.419999999999999,12.116
DGS10,10-Year Treasury Rate (%),1985-01-01,1985,6.34,12.37,-48.74696847210994,-6.029999999999999,11.244
DGS10,10-Year Treasury Rate (%),1986-01-01,1986,7.85,6.34,23.817034700315453,1.5099999999999998,9.556
DGS10,10-Year Treasury Rate (%),1987-01-01,1987,6.21,7.85,-20.89171974522293,-1.6399999999999997,8.144
DGS10,10-Year Treasury Rate (%),1988-01-01,1988,6.89,6.21,10.950080515297902,0.6799999999999997,7.932
DGS10,10-Year Treasury Rate (%),1989-01-01,1989,7.5,6.89,8.853410740203199,0.6100000000000003,6.958
DGS10,10-Year Treasury Rate (%),1990-01-01,1990,7.87,7.5,4.9333333333333345,0.3700000000000001,7.264
DGS10,10-Year Treasury Rate (%),1991-01-01,1991,5.8,7.87,-26.30241423125794,-2.0700000000000003,6.854000000000001
DGS10,10-Year Treasury Rate (%),1992-01-01,1992,6.67,5.8,15.000000000000002,0.8700000000000001,6.946000000000001
DGS10,10-Year Treasury Rate (%),1993-01-01,1993,6.53,6.67,-2.0989505247376266,-0.13999999999999968,6.8740000000000006
DGS10,10-Year Treasury Rate (%),1994-01-01,1994,6.35,6.53,-2.756508422664634,-0.1800000000000006,6.644
DGS10,10-Year Treasury Rate (%),1995-01-01,1995,8.77,6.35,38.110236220472444,2.42,6.824000000000001
DGS10,10-Year Treasury Rate (%),1996-01-01,1996,7.4,8.77,-15.62143671607753,-1.3699999999999992,7.144
DGS10,10-Year Treasury Rate (%),1997-01-01,1997,5.74,7.4,-22.432432432432435,-1.6600000000000001,6.958
DGS10,10-Year Treasury Rate (%),1998-01-01,1998,7.92,5.74,37.979094076655045,2.1799999999999997,7.236
DGS10,10-Year Treasury Rate (%),1999-01-01,1999,9.12,7.92,15.151515151515143,1.1999999999999993,7.790000000000001
DGS10,10-Year Treasury Rate (%),2000-01-01,2000,4.03,9.12,-55.81140350877193,-5.089999999999999,6.8420000000000005
DGS10,10-Year Treasury Rate (%),2001-01-01,2001,1.48,4.03,-63.27543424317618,-2.5500000000000003,5.658
DGS10,10-Year Treasury Rate (%),2002-01-01,2002,2.52,1.48,70.27027027027027,1.04,5.014
DGS10,10-Year Treasury Rate (%),2003-01-01,2003,4.27,2.52,69.44444444444443,1.7499999999999996,4.284
DGS10,10-Year Treasury Rate (%),2004-01-01,2004,2.29,4.27,-46.37002341920374,-1.9799999999999995,2.918
DGS10,10-Year Treasury Rate (%),2005-01-01,2005,3.44,2.29,50.21834061135371,1.15,2.8
DGS10,10-Year Treasury Rate (%),2006-01-01,2006,3.77,3.44,9.593023255813955,0.33000000000000007,3.258
DGS10,10-Year Treasury Rate (%),2007-01-01,2007,2.07,3.77,-45.09283819628648,-1.7000000000000002,3.168
DGS10,10-Year Treasury Rate (%),2008-01-01,2008,2.94,2.07,42.02898550724639,0.8700000000000001,2.902
DGS10,10-Year Treasury Rate (%),2009-01-01,2009,0.5,2.94,-82.99319727891157,-2.44,2.5439999999999996
DGS10,10-Year Treasury Rate (%),2010-01-01,2010,1.98,0.5,296.0,1.48,2.252
DGS10,10-Year Treasury Rate (%),2011-01-01,2011,2.75,1.98,38.88888888888889,0.77,2.048
DGS10,10-Year Treasury Rate (%),2012-01-01,2012,1.75,2.75,-36.36363636363637,-1.0,1.984
DGS10,10-Year Treasury Rate (%),2013-01-01,2013,4.63,1.75,164.57142857142856,2.88,2.322
DGS10,10-Year Treasury Rate (%),2014-01-01,2014,1.57,4.63,-66.09071274298056,-3.0599999999999996,2.536
DGS10,10-Year Treasury Rate (%),2015-01-01,2015,2.56,1.57,63.05732484076433,0.99,2.652
DGS10,10-Year Treasury Rate (%),2016-01-01,2016,3.13,2.56,22.265624999999993,0.5699999999999998,2.728
DGS10,10-Year Treasury Rate (%),2017-01-01,2017,4.44,3.13,41.853035143769986,1.3100000000000005,3.2660000000000005
DGS10,10-Year Treasury Rate (%),2018-01-01,2018,1.56,4.44,-64.86486486486487,-2.8800000000000003,2.652
DGS10,10-Year Treasury Rate (%),2019-01-01,2019,4.16,1.56,166.66666666666669,2.6,3.17
DGS10,10-Year Treasury Rate (%),2020-01-01,2020,2.51,4.16,-39.66346153846155,-1.6500000000000004,3.16
DGS10,10-Year Treasury Rate (%),2021-01-01,2021,1.71,2.51,-31.872509960159356,-0.7999999999999998,2.876
DGS10,10-Year Treasury Rate (%),2022-01-01,2022,2.87,1.71,67.83625730994153,1.1600000000000001,2.5620000000000003
DGS10,10-Year Treasury Rate (%),2023-01-01,2023,2.66,2.87,-7.317073170731706,-0.20999999999999996,2.782
DGS10,10-Year Treasury Rate (%),2024-01-01,2024,2.02,2.66,-24.060150375939855,-0.6400000000000001,2.354
FEDFUNDS,Federal Funds Rate (%),1970-01-01,1970,5.51,,,,5.51
FEDFUNDS,Federal Funds Rate (%),1971-01-01,1971,4.49,5.51,-18.511796733212336,-1.0199999999999996,5.0
FEDFUNDS,Federal Funds Rate (%),1972-01-01,1972,4.22,4.49,-6.013363028953239,-0.27000000000000046,4.739999999999999
FEDFUNDS,Federal Funds Rate (%),1973-01-01,1973,4.37,4.22,3.5545023696682554,0.15000000000000036,4.6475
FEDFUNDS,Federal Funds Rate (%),1974-01-01,1974,5.85,4.37,33.867276887871846,1.4799999999999995,4.888
FEDFUNDS,Federal Funds Rate (%),1975-01-01,1975,6.68,5.85,14.188034188034191,0.8300000000000001,5.122
FEDFUNDS,Federal Funds Rate (%),1976-01-01,1976,6.55,6.68,-1.946107784431136,-0.1299999999999999,5.534
FEDFUNDS,Federal Funds Rate (%),1977-01-01,1977,7.65,6.55,16.793893129771,1.1000000000000005,6.220000000000001
FEDFUNDS,Federal Funds Rate (%),1978-01-01,1978,6.03,7.65,-21.176470588235293,-1.62,6.552
FEDFUNDS,Federal Funds Rate (%),1979-01-01,1979,8.91,6.03,47.76119402985074,2.88,7.1640000000000015
FEDFUNDS,Federal Funds Rate (%),1980-01-01,1980,11.21,8.91,25.81369248035916,2.3000000000000007,8.07
FEDFUNDS,Federal Funds Rate (%),1981-01-01,1981,20.16,11.21,79.8394290811775,8.95,10.791999999999998
FEDFUNDS,Federal Funds Rate (%),1982-01-01,1982,13.88,20.16,-31.150793650793645,-6.279999999999999,12.038
FEDFUNDS,Federal Funds Rate (%),1983-01-01,1983,9.43,13.88,-32.06051873198848,-4.450000000000001,12.718
FEDFUNDS,Federal Funds Rate (%),1984-01-01,1984,8.79,9.43,-6.7868504772004306,-0.6400000000000006,12.693999999999999
FEDFUNDS,Federal Funds Rate (%),1985-01-01,1985,5.72,8.79,-34.926052332195674,-3.0699999999999994,11.596
FEDFUNDS,Federal Funds Rate (%),1986-01-01,1986,4.66,5.72,-18.531468531468526,-1.0599999999999996,8.496
FEDFUNDS,Federal Funds Rate (%),1987-01-01,1987,6.07,4.66,30.257510729613735,1.4100000000000001,6.934
FEDFUNDS,Federal Funds Rate (%),1988-01-01,1988,5.71,6.07,-5.93080724876442,-0.3600000000000003,6.1899999999999995
FEDFUNDS,Federal Funds Rate (%),1989-01-01,1989,4.89,5.71,-14.360770577933454,-0.8200000000000003,5.41
FEDFUNDS,Federal Funds Rate (%),1990-01-01,1990,3.73,4.89,-23.72188139059304,-1.1599999999999997,5.0120000000000005
FEDFUNDS,Federal Funds Rate (%),1991-01-01,1991,2.73,3.73,-26.80965147453083,-1.0,4.626
FEDFUNDS,Federal Funds Rate (%),1992-01-01,1992,4.33,2.73,58.60805860805861,1.6,4.2780000000000005
FEDFUNDS,Federal Funds Rate (%),1993-01-01,1993,6.28,4.33,45.03464203233257,1.9500000000000002,4.392
FEDFUNDS,Federal Funds Rate (%),1994-01-01,1994,5.32,6.28,-15.286624203821656,-0.96,4.478
FEDFUNDS,Federal Funds Rate (%),1995-01-01,1995,3.13,5.32,-41.165413533834595,-2.1900000000000004,4.358
FEDFUNDS,Federal Funds Rate (%),1996-01-01,1996,5.26,3.13,68.05111821086261,2.13,4.864
FEDFUNDS,Federal Funds Rate (%),1997-01-01,1997,5.58,5.26,6.083650190114074,0.3200000000000003,5.114
FEDFUNDS,Federal Funds Rate (%),1998-01-01,1998,3.67,5.58,-34.229390681003586,-1.9100000000000001,4.5920000000000005
FEDFUNDS,Federal Funds Rate (%),1999-01-01,1999,5.23,3.67,42.50681198910083,1.5600000000000005,4.574
FEDFUNDS,Federal Funds Rate (%),2000-01-01,2000,3.06,5.23,-41.491395793499045,-2.1700000000000004,4.5600000000000005
FEDFUNDS,Federal Funds Rate (%),2001-01-01,2001,1.86,3.06,-39.21568627450981,-1.2,3.88
FEDFUNDS,Federal Funds Rate (%),2002-01-01,2002,3.36,1.86,80.64516129032256,1.4999999999999998,3.436
FEDFUNDS,Federal Funds Rate (%),2003-01-01,2003,3.56,3.36,5.952380952380958,0.20000000000000018,3.414
FEDFUNDS,Federal Funds Rate (%),2004-01-01,2004,4.08,3.56,14.606741573033707,0.52,3.184
FEDFUNDS,Federal Funds Rate (%),2005-01-01,2005,4.05,4.08,-0.7352941176470649,-0.03000000000000025,3.382
FEDFUNDS,Federal Funds Rate (%),2006-01-01,2006,1.62,4.05,-60.0,-2.4299999999999997,3.3340000000000005
FEDFUNDS,Federal Funds Rate (%),2007-01-01,2007,2.06,1.62,27.160493827160487,0.43999999999999995,3.0740000000000007
FEDFUNDS,Federal Funds Rate (%),2008-01-01,2008,0.3,2.06,-85.43689320388349,-1.76,2.422
FEDFUNDS,Federal Funds Rate (%),2009-01-01,2009,0.3,0.3,0.0,0.0,1.6660000000000004
FEDFUNDS,Federal Funds Rate (%),2010-01-01,2010,0.3,0.3,0.0,0.0,0.916
FEDFUNDS,Federal Funds Rate (%),2011-01-01,2011,0.64,0.3,113.33333333333336,0.34,0.72
FEDFUNDS,Federal Funds Rate (%),2012-01-01,2012,0.31,0.64,-51.5625,-0.33,0.37
FEDFUNDS,Federal Funds Rate (%),2013-01-01,2013,0.36,0.31,16.129032258064512,0.04999999999999999,0.382
FEDFUNDS,Federal Funds Rate (%),2014-01-01,2014,0.35,0.36,-2.7777777777777803,-0.010000000000000009,0.392
FEDFUNDS,Federal Funds Rate (%),2015-01-01,2015,0.32,0.35,-8.571428571428562,-0.02999999999999997,0.396
FEDFUNDS,Federal Funds Rate (%),2016-01-01,2016,1.84,0.32,475.0,1.52,0.636
FEDFUNDS,Federal Funds Rate (%),2017-01-01,2017,2.38,1.84,29.34782608695651,0.5399999999999998,1.05
FEDFUNDS,Federal Funds Rate (%),2018-01-01,2018,1.61,2.38,-32.35294117647058,-0.7699999999999998,1.3
FEDFUNDS,Federal Funds Rate (%),2019-01-01,2019,1.88,1.61,16.770186335403714,0.2699999999999998,1.6060000000000003
FEDFUNDS,Federal Funds Rate (%),2020-01-01,2020,2.51,1.88,33.51063829787233,0.6299999999999999,2.0439999999999996
FEDFUNDS,Federal Funds Rate (%),2021-01-01,2021,3.08,2.51,22.709163346613558,0.5700000000000003,2.292
FEDFUNDS,Federal Funds Rate (%),2022-01-01,2022,5.31,3.08,72.4025974025974,2.2299999999999995,2.878
FEDFUNDS,Federal Funds Rate (%),2023-01-01,2023,1.13,5.31,-78.71939736346516,-4.18,2.782
FEDFUNDS,Federal Funds Rate (%),2024-01-01,2024,3.69,1.13,226.54867256637172,2.56,3.1439999999999992
GDP,Gross Domestic Product (Trillions USD),1970-01-01,1970,1.04,,,,1.04
GDP,Gross Domestic Product (Trillions USD),1971-01-01,1971,1.07,1.04,2.8846153846153872,0.030000000000000027,1.0550000000000002
GDP,Gross Domestic Product (Trillions USD),1972-01-01,1972,1.11,1.07,3.738317757009349,0.040000000000000036,1.0733333333333335
GDP,Gross Domestic Product (Trillions USD),1973-01-01,1973,1.18,1.11,6.306306306306292,0.06999999999999984,1.1
GDP,Gross Domestic Product (Trillions USD),1974-01-01,1974,1.21,1.18,2.5423728813559343,0.030000000000000027,1.122
