date,text,sentiment,sentiment_score,stock_mentioned,source,likes,replies
2023-04-09,waiting for Amazon to dip more,neutral,0.18157143080103494,AMZN,youtube,68,15
2023-07-10,lol bears are so wrong about Apple,positive,0.643375481502503,AAPL,youtube,18,1
2024-07-19,"this is gonna be huge, AMC will 10x easy",positive,0.40169564801165547,AMC,youtube,59,4
2023-04-14,"best stock ever, SPY is the future",positive,0.5151880687776984,SPY,youtube,59,6
2024-02-12,Nvidia making me rich fr fr,positive,0.7856166932871083,NVDA,youtube,122,3
2023-05-23,lmao NVDA bagholders in shambles,negative,-0.510021641533341,NVDA,youtube,23,0
2023-07-09,"SPY scam, dont buy this garbage",negative,-0.7031083995151608,SPY,youtube,16,4
2024-03-19,diamond hands 💎🙌 holding MSFT forever,positive,0.3233008406576539,MSFT,youtube,19,8
2023-12-16,"never selling my Google shares, generational wealth",positive,0.6737342854914001,GOOGL,youtube,38,5
2024-10-20,"idk about SPY tbh, mixed signals",neutral,0.18781474684566363,SPY,youtube,79,1
2023-05-07,paper hands saved me from SPY disaster,negative,-0.7494836835920033,SPY,youtube,59,2
2024-08-23,🚀🚀🚀 Microsoft to the moon!!!,positive,0.5654113378386627,MSFT,youtube,53,1
2023-09-04,whats the PT for Amazon?,neutral,0.06284453140006674,AMZN,youtube,2,4
2023-04-04,"best stock ever, AMZN is the future",positive,0.3086360931778535,AMZN,youtube,96,6
2024-09-03,biggest regret buying AMZN smh,negative,-0.4419813461976534,AMZN,youtube,9,2
2023-06-29,Google making me rich fr fr,positive,0.8694874389548317,GOOGL,youtube,23,4
2023-12-02,rip to everyone who bought Google at the top,negative,-0.5763735309599625,GOOGL,youtube,51,0
2024-01-15,lmao TSLA bagholders in shambles,negative,-0.5547154932744727,TSLA,youtube,6,8
2023-02-12,Apple looking interesting ngl,neutral,-0.04555894487969031,AAPL,youtube,10,0
2023-03-31,just bought more TSLA let's gooo,positive,0.32337787938614015,TSLA,youtube,19,9
2024-05-15,just bought more Meta let's gooo,positive,0.45641671694154184,META,youtube,21,13
2024-01-29,told yall AMC was gonna pump,positive,0.7820885582309092,AMC,youtube,27,4
2023-04-06,why did i buy TSLA?? down so bad rn,negative,-0.6524293938531441,TSLA,youtube,20,13
2023-09-30,what do yall think about META?,neutral,0.07193791196009836,META,youtube,38,3
2024-03-20,apes together strong 🦍 Google,positive,0.35999093229711804,GOOGL,youtube,117,0
2023-04-09,diamond hands 💎🙌 holding AMZN forever,positive,0.6440627328739716,AMZN,youtube,46,4
2023-04-19,lol bears are so wrong about AMC,positive,0.7749474262355092,AMC,youtube,133,18
2023-08-23,should i buy META or wait?,neutral,-0.0233877994506492,META,youtube,61,17
2023-06-23,biggest regret buying MSFT smh,negative,-0.5290691620102433,MSFT,youtube,60,0
2023-12-05,should i buy Amazon or wait?,neutral,-0.1413580713231898,AMZN,youtube,43,9
2023-05-12,what do yall think about AMC?,neutral,0.1788994309535435,AMC,youtube,21,6
2024-06-14,"SPY scam, dont buy this garbage",negative,-0.47694938142200405,SPY,youtube,5,3
2024-03-31,"never selling my Google shares, generational wealth",positive,0.6428838151230064,GOOGL,youtube,6,5
2024-05-22,"idk about AMC tbh, mixed signals",neutral,-0.10499741148301203,AMC,youtube,16,10
2023-08-01,"best stock ever, Amazon is the future",positive,0.7812655494160405,AMZN,youtube,247,0
2024-06-09,lmao AMC bagholders in shambles,negative,-0.8547392717461385,AMC,youtube,17,27
2023-01-12,why did i buy AMC?? down so bad rn,negative,-0.3593051937054066,AMC,youtube,159,0
2023-12-14,my portfolio up 500% thanks to GameStop 😂,positive,0.6720795586809221,GME,youtube,52,2
2024-05-16,"never selling my AMC shares, generational wealth",positive,0.3466407821789909,AMC,youtube,1,1
2023-09-13,why did i buy TSLA?? down so bad rn,negative,-0.40647765424609855,TSLA,youtube,43,12
2024-01-09,just bought more AMZN let's gooo,positive,0.630952723526442,AMZN,youtube,83,21
2024-11-19,lol bears are so wrong about AMC,positive,0.7497469799856433,AMC,youtube,91,3
2024-04-20,rip to everyone who bought Meta at the top,negative,-0.8917968211038017,META,youtube,83,40
2024-04-02,"idk about AMZN tbh, mixed signals",neutral,0.03405981293018878,AMZN,youtube,23,1
2024-03-24,🚀🚀🚀 Google to the moon!!!,positive,0.8724306163552336,GOOGL,youtube,55,4
2024-03-13,my portfolio up 500% thanks to SPY 😂,positive,0.313310845218181,SPY,youtube,73,3
2024-09-15,waiting for AMC to dip more,neutral,0.18718950617592922,AMC,youtube,32,2
2024-02-26,waiting for NVDA to dip more,neutral,0.08163190723968944,NVDA,youtube,48,19
2023-11-04,"NVDA is trash, worst investment ever",negative,-0.6646535729401606,NVDA,youtube,39,2
2023-05-13,waiting for NVDA to dip more,neutral,0.048834680091149385,NVDA,youtube,79,3
2024-06-29,what do yall think about GME?,neutral,-0.09670224468041666,GME,youtube,48,2
2024-10-24,apes together strong 🦍 NVDA,positive,0.4440873712669159,NVDA,youtube,6,0
2023-10-08,my portfolio up 500% thanks to Google 😂,positive,0.4080403634095791,GOOGL,youtube,113,3
2023-01-05,"NVDA is trash, worst investment ever",negative,-0.5388387626754239,NVDA,youtube,21,2
2023-12-12,"best stock ever, AMC is the future",positive,0.3723815226603605,AMC,youtube,112,0
2023-05-01,apes together strong 🦍 AMC,positive,0.32358728390465935,AMC,youtube,58,3
2024-09-16,🚀🚀🚀 Apple to the moon!!!,positive,0.46612658888832226,AAPL,youtube,45,21
2023-03-19,who else got rekt by SPY? 😭,negative,-0.6092862088853872,SPY,youtube,31,6
2023-12-29,my portfolio up 500% thanks to NVDA 😂,positive,0.37987015715248695,NVDA,youtube,37,0
2024-04-29,why did i buy AMC?? down so bad rn,negative,-0.6617017004975505,AMC,youtube,10,4
2024-06-08,waiting for AMC to dip more,neutral,-0.06900105912883414,AMC,youtube,45,5
2024-04-14,"idk about GOOGL tbh, mixed signals",neutral,-0.00816715929829992,GOOGL,youtube,44,6
2024-11-22,why did i buy Amazon?? down so bad rn,negative,-0.6727364244292264,AMZN,youtube,51,4
2024-10-23,"best stock ever, AAPL is the future",positive,0.6634648916141324,AAPL,youtube,12,2
2023-08-31,who else got rekt by META? 😭,negative,-0.3619407452241449,META,youtube,0,5
2024-10-07,waiting for GOOGL to dip more,neutral,-0.040857760381703356,GOOGL,youtube,184,3
2024-03-10,waiting for GameStop to dip more,neutral,0.17175039565103434,GME,youtube,91,1
2023-04-23,Apple looking interesting ngl,neutral,-0.02982542455343329,AAPL,youtube,37,6
2023-09-16,waiting for GOOGL to dip more,neutral,0.032495288569044906,GOOGL,youtube,2,2
2023-06-17,who else is buying the dip? TSLA gang,positive,0.6293531879333865,TSLA,youtube,83,1
2024-02-23,rip to everyone who bought GameStop at the top,negative,-0.8299823615149913,GME,youtube,21,13
2024-04-03,Amazon looking interesting ngl,neutral,-0.036592682825633244,AMZN,youtube,139,0
2023-08-17,my portfolio up 500% thanks to GME 😂,positive,0.7329579304507663,GME,youtube,11,0
2023-05-12,lol bears are so wrong about SPY,positive,0.44141504763899986,SPY,youtube,19,4
2024-02-26,who else got rekt by NVDA? 😭,negative,-0.636519054857869,NVDA,youtube,38,2
2024-09-07,rip to everyone who bought Meta at the top,negative,-0.3602552560352589,META,youtube,13,3
2024-03-23,why did i buy GameStop?? down so bad rn,negative,-0.5233751681571492,GME,youtube,9,10
2023-04-07,paper hands saved me from MSFT disaster,negative,-0.5561094904455668,MSFT,youtube,61,7
2024-09-26,diamond hands 💎🙌 holding SPY forever,positive,0.6419338109227899,SPY,youtube,70,0
2023-01-15,lmao Google bagholders in shambles,negative,-0.625799868430993,GOOGL,youtube,79,0
2023-10-19,"never selling my NVDA shares, generational wealth",positive,0.763129188358947,NVDA,youtube,62,4
2023-01-23,waiting for Microsoft to dip more,neutral,0.16338022453345136,MSFT,youtube,30,14
2024-09-14,my portfolio up 500% thanks to AMC 😂,positive,0.6035332073306796,AMC,youtube,64,4
2023-05-07,diamond hands 💎🙌 holding Amazon forever,positive,0.774050782274452,AMZN,youtube,8,4
2024-02-11,"GME scam, dont buy this garbage",negative,-0.8536073607067277,GME,youtube,6,1
2024-07-20,diamond hands 💎🙌 holding AMC forever,positive,0.3747976087219601,AMC,youtube,12,4
2023-04-27,lol bears are so wrong about GOOGL,positive,0.5011183449875406,GOOGL,youtube,46,0
2023-07-29,biggest regret buying TSLA smh,negative,-0.34808663015234365,TSLA,youtube,32,12
2023-06-29,why did i buy AMC?? down so bad rn,negative,-0.7510641343457088,AMC,youtube,27,12
2023-02-18,apes together strong 🦍 TSLA,positive,0.6793585727517183,TSLA,youtube,9,16
2023-11-23,"best stock ever, GME is the future",positive,0.8163792107344405,GME,youtube,45,0
2024-04-21,anyone still holding AAPL?,neutral,0.11991280882970778,AAPL,youtube,31,4
2023-04-23,"this is gonna be huge, Tesla will 10x easy",positive,0.5719733008488166,TSLA,youtube,25,4
2024-10-04,🚀🚀🚀 META to the moon!!!,positive,0.5006176867862893,META,youtube,23,1
2023-12-15,rip to everyone who bought TSLA at the top,negative,-0.8847681866037931,TSLA,youtube,26,4
2023-08-27,who else is buying the dip? GameStop gang,positive,0.7031356461592371,GME,youtube,42,10
2023-10-15,who else got rekt by GameStop? 😭,negative,-0.8403351643443929,GME,youtube,96,8
2023-01-07,lol bears are so wrong about Meta,positive,0.38464910926662815,META,youtube,50,6
2023-03-23,"new to investing, is GOOGL good?",neutral,-0.12742582596408109,GOOGL,youtube,111,8
2023-04-29,NVDA making me rich fr fr,positive,0.7950643988535959,NVDA,youtube,15,4
2024-05-20,"Nvidia going to zero, get out now",negative,-0.6383240825188099,NVDA,youtube,72,0
2023-04-25,"new to investing, is Meta good?",neutral,0.19414692489669388,META,youtube,35,6
2023-08-23,"Microsoft going to zero, get out now",negative,-0.7452673887400787,MSFT,youtube,27,0
2023-05-08,should i buy Microsoft or wait?,neutral,-0.09107706939225242,MSFT,youtube,6,4
2024-08-10,🚀🚀🚀 Microsoft to the moon!!!,positive,0.5431488528166133,MSFT,youtube,11,0
2023-09-25,told yall GameStop was gonna pump,positive,0.45989903602252935,GME,youtube,50,3
2024-07-29,rip to everyone who bought SPY at the top,negative,-0.6487376850647562,SPY,youtube,21,15
2023-05-29,lol bears are so wrong about SPY,positive,0.661891265679833,SPY,youtube,90,2
2023-04-08,anyone still holding Nvidia?,neutral,-0.08115131375073,NVDA,youtube,25,15
2023-05-28,my portfolio up 500% thanks to GOOGL 😂,positive,0.42896422715445404,GOOGL,youtube,8,9
2023-06-03,anyone still holding TSLA?,neutral,0.038737139566755674,TSLA,youtube,32,2
2023-01-25,🚀🚀🚀 GameStop to the moon!!!,positive,0.5972947897237191,GME,youtube,14,8
2024-06-07,Microsoft looking interesting ngl,neutral,0.1870797552828346,MSFT,youtube,22,0
2024-05-11,"idk about AMC tbh, mixed signals",neutral,0.11600542351674242,AMC,youtube,10,3
2024-04-29,"new to investing, is AAPL good?",neutral,0.05557975413370475,AAPL,youtube,58,9
2024-06-21,told yall SPY was gonna pump,positive,0.6879989514702981,SPY,youtube,2,6
2024-01-26,whats the PT for Microsoft?,neutral,0.022322632574871853,MSFT,youtube,1,5
2024-08-16,my portfolio up 500% thanks to META 😂,positive,0.8826349470992207,META,youtube,68,0
2024-09-11,biggest regret buying GME smh,negative,-0.5132720096245067,GME,youtube,6,0
2023-02-08,who else got rekt by Meta? 😭,negative,-0.6353807029511029,META,youtube,18,3
2024-05-07,what do yall think about Apple?,neutral,0.09514230676260998,AAPL,youtube,47,1
2023-05-21,META making me rich fr fr,positive,0.8942047880050663,META,youtube,24,13
2023-11-14,diamond hands 💎🙌 holding AAPL forever,positive,0.33161030158633714,AAPL,youtube,32,4
2023-12-25,whats the PT for AMC?,neutral,-0.04068504640974577,AMC,youtube,36,6
2023-10-20,my portfolio up 500% thanks to Google 😂,positive,0.47234339499244904,GOOGL,youtube,2,0
2023-05-20,what do yall think about AMC?,neutral,-0.15621296052835396,AMC,youtube,156,7
2023-10-29,"never selling my GME shares, generational wealth",positive,0.550548465470957,GME,youtube,45,11
2024-07-28,whats the PT for GameStop?,neutral,0.19646745045479064,GME,youtube,13,8
2024-05-20,apes together strong 🦍 SPY,positive,0.40591681920330497,SPY,youtube,75,2
2024-07-26,who else is buying the dip? Nvidia gang,positive,0.8302715309780555,NVDA,youtube,15,3
2023-04-30,rip to everyone who bought Nvidia at the top,negative,-0.807662456196087,NVDA,youtube,68,0
2023-11-19,"idk about AMC tbh, mixed signals",neutral,-0.16340526504089806,AMC,youtube,15,3
2023-02-09,just bought more AMC let's gooo,positive,0.8172765703592704,AMC,youtube,134,6
2023-06-25,"never selling my GME shares, generational wealth",positive,0.5236131102073884,GME,youtube,34,0
2023-02-09,"never selling my Apple shares, generational wealth",positive,0.3456785156941801,AAPL,youtube,107,3
2023-10-16,anyone still holding Tesla?,neutral,-0.060876316839122785,TSLA,youtube,105,7
2023-12-29,rip to everyone who bought AMC at the top,negative,-0.8055956041784844,AMC,youtube,13,13
2024-07-10,apes together strong 🦍 META,positive,0.7516299837345848,META,youtube,102,0
2024-07-04,should i buy Amazon or wait?,neutral,0.12797876696324006,AMZN,youtube,8,8
2024-06-08,"idk about Tesla tbh, mixed signals",neutral,-0.09652466772083682,TSLA,youtube,47,19
2024-11-05,"GME is trash, worst investment ever",negative,-0.5195965781402332,GME,youtube,6,1
2023-10-05,told yall AMZN was gonna pump,positive,0.8777952023153968,AMZN,youtube,138,5
2023-01-22,apes together strong 🦍 MSFT,positive,0.3998265521593634,MSFT,youtube,48,0
2023-08-15,"new to investing, is GOOGL good?",neutral,0.07042090287470176,GOOGL,youtube,45,2
2024-07-23,🚀🚀🚀 NVDA to the moon!!!,positive,0.49416613148972477,NVDA,youtube,0,0
2023-09-28,lmao AMC bagholders in shambles,negative,-0.6442912186584162,AMC,youtube,79,5
2024-04-03,just bought more Google let's gooo,positive,0.7636936680100828,GOOGL,youtube,15,15
2023-03-25,"never selling my AMZN shares, generational wealth",positive,0.7387620401842114,AMZN,youtube,25,1
2023-06-11,what do yall think about MSFT?,neutral,-0.07170290382474903,MSFT,youtube,11,0
2024-03-05,"GameStop is trash, worst investment ever",negative,-0.3813850500962177,GME,youtube,11,0
2024-01-22,apes together strong 🦍 GOOGL,positive,0.8068699368701326,GOOGL,youtube,79,1
2023-07-25,should i buy AMC or wait?,neutral,0.046660125808295205,AMC,youtube,45,4
2024-05-15,told yall AMC was gonna pump,positive,0.42031483602020203,AMC,youtube,15,7
2023-11-16,🚀🚀🚀 Tesla to the moon!!!,positive,0.30697232394486035,TSLA,youtube,25,18
2023-04-12,anyone still holding Apple?,neutral,0.07799275445061704,AAPL,youtube,119,6
2024-11-02,what do yall think about AMC?,neutral,-0.10318199365498902,AMC,youtube,0,3
2023-01-02,🚀🚀🚀 Tesla to the moon!!!,positive,0.6357892100921485,TSLA,youtube,38,10
2023-06-15,diamond hands 💎🙌 holding Meta forever,positive,0.5146808105569629,META,youtube,41,5
2023-11-13,should i buy Apple or wait?,neutral,-0.18352660188829134,AAPL,youtube,61,0
2023-09-21,whats the PT for AMC?,neutral,0.045177669946242366,AMC,youtube,147,4
2023-03-25,whats the PT for META?,neutral,0.12593004549860493,META,youtube,40,4
2023-01-14,whats the PT for AMC?,neutral,0.057431078078609976,AMC,youtube,4,0
2024-07-20,told yall SPY was gonna pump,positive,0.8230701399553211,SPY,youtube,31,6
2024-08-16,"idk about Nvidia tbh, mixed signals",neutral,0.06348311020035047,NVDA,youtube,1,5
2023-02-04,my portfolio up 500% thanks to Nvidia 😂,positive,0.8848758972880699,NVDA,youtube,12,2
2023-01-24,who else is buying the dip? AMZN gang,positive,0.5775737740435898,AMZN,youtube,27,2
2024-08-30,diamond hands 💎🙌 holding TSLA forever,positive,0.6029069291358107,TSLA,youtube,44,0
2023-10-22,diamond hands 💎🙌 holding Tesla forever,positive,0.8240539428489964,TSLA,youtube,16,4
2023-01-21,Tesla looking interesting ngl,neutral,-0.04646113925288148,TSLA,youtube,66,0
2024-06-09,"new to investing, is SPY good?",neutral,0.04074215346480342,SPY,youtube,177,0
2024-01-16,"idk about Microsoft tbh, mixed signals",neutral,-0.025133844473269384,MSFT,youtube,29,3
2023-01-28,just bought more AAPL let's gooo,positive,0.3571569047727758,AAPL,youtube,14,5
2023-10-30,my portfolio up 500% thanks to GOOGL 😂,positive,0.6592283880600646,GOOGL,youtube,13,10
2023-05-13,biggest regret buying AMC smh,negative,-0.6307334557011581,AMC,youtube,14,4
2024-11-17,"new to investing, is AMC good?",neutral,-0.056299700833501776,AMC,youtube,54,3
2023-09-08,Microsoft looking interesting ngl,neutral,-0.021452541394965774,MSFT,youtube,5,1
2023-02-04,lol bears are so wrong about AAPL,positive,0.8619634153769771,AAPL,youtube,30,13
2024-11-23,🚀🚀🚀 SPY to the moon!!!,positive,0.6508024202655533,SPY,youtube,32,5
2023-08-11,told yall AMC was gonna pump,positive,0.6834719626893002,AMC,youtube,14,3
2024-01-10,"best stock ever, Google is the future",positive,0.3837907528537877,GOOGL,youtube,8,1
2023-03-27,"idk about AMZN tbh, mixed signals",neutral,-0.022499912278171552,AMZN,youtube,14,5
2023-05-25,anyone still holding Tesla?,neutral,0.07329921131585831,TSLA,youtube,88,9
2023-01-01,anyone still holding GOOGL?,neutral,0.17237947820279115,GOOGL,youtube,12,5
2024-07-28,lol bears are so wrong about Tesla,positive,0.6463111420270489,TSLA,youtube,188,2
2023-11-20,what do yall think about AMC?,neutral,-0.1638073218851797,AMC,youtube,52,7
2023-10-06,anyone still holding TSLA?,neutral,0.12313837677650347,TSLA,youtube,28,8
2023-03-06,"best stock ever, AMZN is the future",positive,0.6894447952766358,AMZN,youtube,22,2
2023-04-12,"AAPL going to zero, get out now",negative,-0.542108715008747,AAPL,youtube,3,4
2023-03-26,biggest regret buying AMC smh,negative,-0.44439340324628035,AMC,youtube,99,3
2023-05-13,"sold all my AMC, this thing is done",negative,-0.4117402270082481,AMC,youtube,25,4
2024-03-02,paper hands saved me from Tesla disaster,negative,-0.41220855677034385,TSLA,youtube,0,1
2023-02-20,lol bears are so wrong about AMC,positive,0.8388183293699922,AMC,youtube,3,13
2024-01-08,just bought more Google let's gooo,positive,0.39979896464588527,GOOGL,youtube,16,1
2024-10-31,anyone still holding SPY?,neutral,0.03237282130511909,SPY,youtube,62,1
2023-04-18,"META going to zero, get out now",negative,-0.586511375690329,META,youtube,10,3
2023-02-05,"new to investing, is SPY good?",neutral,0.11736290325913495,SPY,youtube,27,0
2023-05-21,SPY looking interesting ngl,neutral,-0.18263498685807233,SPY,youtube,46,8
2024-01-13,what do yall think about SPY?,neutral,0.11749754015220654,SPY,youtube,22,11
2023-02-19,what do yall think about Amazon?,neutral,-0.10525177641020718,AMZN,youtube,65,9
2024-03-14,"Google going to zero, get out now",negative,-0.8426788116991991,GOOGL,youtube,44,0
2024-10-23,should i buy AMZN or wait?,neutral,-0.010843213746727143,AMZN,youtube,1,5
2023-11-16,biggest regret buying AMC smh,negative,-0.7458696914125711,AMC,youtube,7,5
2024-04-03,"AMC scam, dont buy this garbage",negative,-0.6325254512536627,AMC,youtube,236,0
2023-02-05,META making me rich fr fr,positive,0.5023362796532522,META,youtube,4,11
2024-07-14,my portfolio up 500% thanks to MSFT 😂,positive,0.5201736475228804,MSFT,youtube,89,5
2023-03-08,lol bears are so wrong about GameStop,positive,0.4626884619001109,GME,youtube,38,1
2023-07-28,"best stock ever, Tesla is the future",positive,0.331403325471905,TSLA,youtube,269,2
2024-04-21,"best stock ever, GOOGL is the future",positive,0.6373780895267459,GOOGL,youtube,58,1
2024-10-09,"Apple going to zero, get out now",negative,-0.40691613365934787,AAPL,youtube,79,13
2023-09-05,"never selling my MSFT shares, generational wealth",positive,0.8844987771768094,MSFT,youtube,38,9
2023-06-10,"GME scam, dont buy this garbage",negative,-0.7457716401407521,GME,youtube,46,3
2024-07-31,diamond hands 💎🙌 holding TSLA forever,positive,0.48187701356719714,TSLA,youtube,23,2
2024-02-11,🚀🚀🚀 Google to the moon!!!,positive,0.48331458639481417,GOOGL,youtube,142,10
2023-04-11,"best stock ever, Microsoft is the future",positive,0.5981780897434982,MSFT,youtube,24,3
2023-08-04,"best stock ever, Nvidia is the future",positive,0.7904698250947151,NVDA,youtube,38,6
2024-02-09,who else is buying the dip? AMC gang,positive,0.4828074834588245,AMC,youtube,1,0
2023-09-10,diamond hands 💎🙌 holding SPY forever,positive,0.6438248573585097,SPY,youtube,99,12
2024-04-27,"GOOGL scam, dont buy this garbage",negative,-0.40240055691522975,GOOGL,youtube,25,0
2023-03-20,my portfolio up 500% thanks to GOOGL 😂,positive,0.5869404138288434,GOOGL,youtube,164,3
2024-03-22,"new to investing, is Google good?",neutral,0.0377163002247099,GOOGL,youtube,51,1
2024-04-11,paper hands saved me from NVDA disaster,negative,-0.8087850881228111,NVDA,youtube,10,1
2024-04-01,"GME is trash, worst investment ever",negative,-0.86533166340218,GME,youtube,28,0
2023-03-21,"never selling my NVDA shares, generational wealth",positive,0.4819650885405573,NVDA,youtube,58,4
2023-08-09,who else got rekt by Meta? 😭,negative,-0.41161783829638865,META,youtube,48,3
2023-06-04,"sold all my NVDA, this thing is done",negative,-0.3680374708557199,NVDA,youtube,26,8
2024-07-27,waiting for Meta to dip more,neutral,0.18552891019294043,META,youtube,32,0
2023-03-06,GME making me rich fr fr,positive,0.7085848963429467,GME,youtube,19,8
2024-05-11,"sold all my GOOGL, this thing is done",negative,-0.4190777328702062,GOOGL,youtube,39,3
2024-07-17,whats the PT for Google?,neutral,-0.14030488881992956,GOOGL,youtube,13,5
2023-01-21,"idk about Microsoft tbh, mixed signals",neutral,-0.042209488571985865,MSFT,youtube,156,0
2024-07-25,my portfolio up 500% thanks to Apple 😂,positive,0.4892441374488077,AAPL,youtube,3,1
2023-07-19,"new to investing, is Amazon good?",neutral,0.16070479685416944,AMZN,youtube,12,11
2023-04-11,why did i buy AAPL?? down so bad rn,negative,-0.8365839120562355,AAPL,youtube,2,0
2024-10-25,what do yall think about GME?,neutral,-0.17116626560053066,GME,youtube,1,3
2024-05-13,diamond hands 💎🙌 holding NVDA forever,positive,0.5098219378475097,NVDA,youtube,10,0
2024-09-14,"best stock ever, SPY is the future",positive,0.7586235973330416,SPY,youtube,4,17
2024-07-14,my portfolio up 500% thanks to TSLA 😂,positive,0.6747981413125583,TSLA,youtube,14,1
2023-05-29,told yall Tesla was gonna pump,positive,0.618181279949495,TSLA,youtube,6,3
2024-06-05,lol bears are so wrong about TSLA,positive,0.8521783087316448,TSLA,youtube,20,13
2024-09-17,told yall SPY was gonna pump,positive,0.5255957339647869,SPY,youtube,143,1
2023-05-02,"this is gonna be huge, GME will 10x easy",positive,0.8321549401255617,GME,youtube,84,9
2024-10-22,what do yall think about AMZN?,neutral,0.017606631673100642,AMZN,youtube,191,6
2023-08-23,paper hands saved me from Microsoft disaster,negative,-0.506302897391357,MSFT,youtube,15,3
2024-07-15,should i buy GOOGL or wait?,neutral,-0.14730849061817525,GOOGL,youtube,12,3
2023-12-19,"idk about AMZN tbh, mixed signals",neutral,-0.03463342028189542,AMZN,youtube,35,1
2023-08-17,paper hands saved me from AMC disaster,negative,-0.55369633002747,AMC,youtube,8,3
2023-04-14,🚀🚀🚀 NVDA to the moon!!!,positive,0.7450272369077581,NVDA,youtube,10,10
2023-03-07,"META going to zero, get out now",negative,-0.5669490304186282,META,youtube,21,7
2023-01-12,"SPY scam, dont buy this garbage",negative,-0.39117132532153687,SPY,youtube,68,1
2023-03-11,what do yall think about NVDA?,neutral,0.07135152914205672,NVDA,youtube,104,28
2023-08-15,diamond hands 💎🙌 holding GameStop forever,positive,0.7332425629216424,GME,youtube,7,5
2023-07-07,who else is buying the dip? Microsoft gang,positive,0.3019309581625672,MSFT,youtube,79,0
2023-12-02,lmao Nvidia bagholders in shambles,negative,-0.5939341725007048,NVDA,youtube,12,6
2023-06-08,my portfolio up 500% thanks to TSLA 😂,positive,0.7058807623358174,TSLA,youtube,1,1
2023-04-27,why did i buy SPY?? down so bad rn,negative,-0.8648694424536125,SPY,youtube,77,3
2024-04-25,lmao AAPL bagholders in shambles,negative,-0.8265739456048933,AAPL,youtube,4,1
2023-07-17,"AAPL going to zero, get out now",negative,-0.34013200119386533,AAPL,youtube,50,7
2024-08-24,"best stock ever, META is the future",positive,0.8946758590927824,META,youtube,44,1
2023-09-11,just bought more Apple let's gooo,positive,0.3991764665821047,AAPL,youtube,44,5
